,pand_id,full_adress,wgs,gebruiksdoelVerblijfsobject,neighbors,linked_small,linked_big,ov_small,ov_big
86,363100012124587.0,"Eerste Oosterparkstraat 110-116
1091HG Amsterdam","[[52.356786162379514, 4.912795713238347], [52.35675282988893, 4.912661916807761], [52.35673281427607, 4.912583465303314], [52.35665660863628, 4.912635348976232], [52.35654926789547, 4.912707015171161], [52.35656784642585, 4.912781239512424], [52.356593814395616, 4.912763904789902], [52.35662818544347, 4.912901212703424], [52.35666269589967, 4.91287817929956], [52.356786162379514, 4.912795713238347]]","['bijeenkomstfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'bijeenkomstfunctie']","[363100012237329.0, 363100012163519.0, 363100012246848.0]","[363100012237329.0, 363100012163519.0, 363100012155603.0, 363100012246848.0]","[363100012237133.0, 363100012237329.0, 363100012101665.0, 363100012163519.0, 363100012155603.0, 363100012154254.0, 363100012167373.0, 363100012167449.0, 363100012126283.0, 363100012246848.0, 363100012077177.0]",[],[]
87,363100012163519.0,"Eerste Oosterparkstraat 118
1091HG Amsterdam","[[52.356801117414804, 4.912856134287838], [52.356786162379514, 4.912795713238347], [52.35666269589967, 4.91287817929956], [52.35667098039517, 4.912911280251246], [52.356667359036614, 4.912913696972661], [52.35667416381478, 4.912940883381345], [52.356801117414804, 4.912856134287838]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012124587.0, 363100012155603.0, 363100012246848.0]","[363100012124587.0, 363100012155603.0, 363100012154254.0, 363100012246848.0]","[363100012237329.0, 363100012101665.0, 363100012124587.0, 363100012155603.0, 363100012154254.0, 363100012167373.0, 363100012167449.0, 363100012092390.0, 363100012126283.0, 363100012246848.0, 363100012077177.0]",[],[]
88,363100012155603.0,"Eerste Oosterparkstraat 120
1091HG Amsterdam","[[52.356816036234626, 4.9129164970481884], [52.356801117414804, 4.912856134287838], [52.35667416381478, 4.912940883381345], [52.356680959540526, 4.912968055215928], [52.3566845809002, 4.912965638498206], [52.35669287435859, 4.912998739386582], [52.35671428878587, 4.91298444794589], [52.356816036234626, 4.9129164970481884]]","['bijeenkomstfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012163519.0, 363100012154254.0, 363100012246848.0]","[363100012124587.0, 363100012163519.0, 363100012154254.0, 363100012167373.0, 363100012246848.0]","[363100012124587.0, 363100012163519.0, 363100012154254.0, 363100012167373.0, 363100012167449.0, 363100012092390.0, 363100012117430.0, 363100012126283.0, 363100012246848.0, 363100012077177.0]",[],[]
89,363100012154254.0,"Eerste Oosterparkstraat 122
1091HG Amsterdam","[[52.356829896262326, 4.912972819710621], [52.356816036234626, 4.9129164970481884], [52.35671428878587, 4.91298444794589], [52.35671935819963, 4.913004724383015], [52.356694313480624, 4.913021447304204], [52.35670332862327, 4.913057461647172], [52.356829896262326, 4.912972819710621]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012155603.0, 363100012167373.0, 363100012246848.0]","[363100012163519.0, 363100012155603.0, 363100012167373.0, 363100012167449.0, 363100012246848.0]","[363100012124587.0, 363100012163519.0, 363100012155603.0, 363100012167373.0, 363100012167449.0, 363100012092390.0, 363100012117430.0, 363100012126283.0, 363100012246848.0, 363100012077177.0]",[],[]
90,363100012167373.0,"Eerste Oosterparkstraat 124
1091HG Amsterdam","[[52.35684372013746, 4.913029098756782], [52.356829896262326, 4.912972819710621], [52.35670332862327, 4.913057461647172], [52.35671052611456, 4.913086214571697], [52.35670602634452, 4.913089227830969], [52.35671287684207, 4.91311661930946], [52.35684372013746, 4.913029098756782]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012154254.0, 363100012167449.0, 363100012246848.0]","[363100012155603.0, 363100012154254.0, 363100012167449.0, 363100012092390.0, 363100012246848.0]","[363100012124587.0, 363100012163519.0, 363100012155603.0, 363100012154254.0, 363100012167449.0, 363100012092390.0, 363100012117430.0, 363100012116525.0, 363100012126283.0, 363100012246848.0]",[],[]
91,363100012167449.0,"Eerste Oosterparkstraat 126
1091HG Amsterdam","[[52.3568577887017, 4.913085888995103], [52.35684372013746, 4.913029098756782], [52.35671287684207, 4.91311661930946], [52.3567197363794, 4.913144025378932], [52.35672424513818, 4.913141012028276], [52.356731104728624, 4.91316843278707], [52.35673157054802, 4.913170292062524], [52.35675337039357, 4.913155732350484], [52.3568577887017, 4.913085888995103]]","['bijeenkomstfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012167373.0, 363100012092390.0, 363100012246848.0]","[363100012154254.0, 363100012167373.0, 363100012092390.0, 363100012117430.0, 363100012246848.0]","[363100012124587.0, 363100012163519.0, 363100012155603.0, 363100012154254.0, 363100012167373.0, 363100012092390.0, 363100012117430.0, 363100012116525.0, 363100012077936.0, 363100012126283.0, 363100012246848.0]",[],[]
92,363100012092390.0,"Eerste Oosterparkstraat 126
1091HG Amsterdam","[[52.356877912247036, 4.913166688462374], [52.3568577887017, 4.913085888995103], [52.35675337039357, 4.913155732350484], [52.35677356543755, 4.913236442820481], [52.356877912247036, 4.913166688462374]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012167449.0, 363100012117430.0, 363100012246848.0]","[363100012167373.0, 363100012167449.0, 363100012117430.0, 363100012116525.0, 363100012246848.0]","[363100012163519.0, 363100012155603.0, 363100012154254.0, 363100012167373.0, 363100012167449.0, 363100012117430.0, 363100012116525.0, 363100012077936.0, 363100012126283.0, 363100012246848.0]",[],[]
93,363100012117430.0,"Eerste Oosterparkstraat 126
1091HG Amsterdam","[[52.3568980266911, 4.913247473420507], [52.356877912247036, 4.913166688462374], [52.35677356543755, 4.913236442820481], [52.356793769472596, 4.913317167946677], [52.3568980266911, 4.913247473420507]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012092390.0, 363100012116525.0]","[363100012167449.0, 363100012092390.0, 363100012116525.0, 363100012077936.0, 363100012246848.0]","[363100012155603.0, 363100012154254.0, 363100012167373.0, 363100012167449.0, 363100012092390.0, 363100012116525.0, 363100012077936.0, 363100012118444.0, 363100012126283.0, 363100012246848.0]",[],[]
94,363100012116525.0,"Eerste Oosterparkstraat 126
1091HG Amsterdam","[[52.356918123046576, 4.913328243965408], [52.35691379312152, 4.9133108219489126], [52.3568980266911, 4.913247473420507], [52.356793769472596, 4.913317167946677], [52.356813964406484, 4.913397878563959], [52.356918123046576, 4.913328243965408]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012117430.0, 363100012077936.0]","[363100012092390.0, 363100012117430.0, 363100012077936.0]","[363100012167373.0, 363100012167449.0, 363100012092390.0, 363100012117430.0, 363100012077936.0, 363100012118444.0, 363100012126283.0, 363100012246848.0]",[],[]
95,363100012077936.0,"Eerste Oosterparkstraat 128
1091HH Amsterdam","[[52.35695833350809, 4.91348977040472], [52.356918123046576, 4.913328243965408], [52.356813964406484, 4.913397878563959], [52.35685435399167, 4.913559270662294], [52.35695833350809, 4.91348977040472]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012116525.0, 363100012118444.0]","[363100012117430.0, 363100012116525.0, 363100012118444.0]","[363100012167449.0, 363100012092390.0, 363100012117430.0, 363100012116525.0, 363100012118444.0, 363100012126283.0, 363100012246848.0]",[],[]
96,363100012127864.0,"Eerste Oosterparkstraat 154 1091HH
Eerste Oosterparkstraat 156-164 1091HJ
All in Amsterdam","[[52.35713731198783, 4.91466735445924], [52.3572318168507, 4.914604049173562], [52.357214236022585, 4.914534054658966], [52.35720982480282, 4.9145164864828175], [52.35721100779109, 4.914515637161983], [52.35721213603472, 4.914514582914006], [52.357213182630296, 4.914513338704733], [52.35721414769504, 4.914511933891518], [52.35721500420829, 4.914510354082871], [52.357215761333244, 4.914508643219098], [52.35721640109521, 4.914506801491663], [52.35721692361142, 4.914504858257937], [52.35721731102436, 4.91450284306675], [52.357217563392695, 4.914500770596799], [52.35721768083362, 4.914498670205458], [52.35721765441842, 4.914496556667163], [52.35721750223903, 4.91449445914782], [52.35721720637933, 4.914492392517594], [52.35721677600255, 4.914490400716807], [52.35721622015463, 4.914488498328422], [52.35721554782294, 4.914486685256708], [52.35721475924195, 4.914485020216393], [52.35721386334036, 4.914483488433069], [52.357212869222764, 4.914482119168354], [52.35721180396844, 4.914480941492391], [52.35721065859005, 4.914479955500913], [52.35720946004962, 4.914479160906696], [52.35720820846438, 4.914478587067078], [52.35720693079635, 4.914478233694835], [52.357205645078864, 4.914478115277146], [52.35720435119468, 4.914478202456646], [52.35720306723571, 4.914478524399185], [52.357201820105345, 4.914479066138864], [52.35720060980362, 4.914479827675665], [52.35719621684358, 4.914462332712205], [52.35716057108505, 4.914320455492334], [52.35715877190515, 4.91431329649448], [52.35715606849419, 4.914302521350029], [52.35715726951426, 4.914301686511642], [52.35715839787326, 4.914300661616828], [52.35715946249992, 4.914299431891139], [52.35716043654948, 4.914298026979211], [52.357161311093215, 4.9142964616554705], [52.35716207720244, 4.914294750694357], [52.35716272594842, 4.914292908870308], [52.35716325744845, 4.91429096554065], [52.35716365384511, 4.914288950254272], [52.35716391519703, 4.914286877689848], [52.357164032575525, 4.9142847626218344], [52.35716401508521, 4.914282634311794], [52.35716386290201, 4.914280536795733], [52.3571635670386, 4.914278470169444], [52.35716313659957, 4.914276463694492], [52.35716258068958, 4.914274546632432], [52.35716189936727, 4.914272733661941], [52.357161110724604, 4.9142710539487915], [52.357160205891546, 4.914269536946083], [52.35715921177148, 4.914268167687823], [52.35715812854034, 4.914266990209985], [52.35715698316016, 4.914266004225222], [52.357155766702235, 4.914265224507966], [52.357154515174585, 4.914264665353736], [52.357153237564575, 4.914264326666735], [52.35715193393083, 4.914264223125602], [52.35715064016408, 4.914264339668542], [52.35714935632297, 4.9142646909741865], [52.357148109252236, 4.914265247397868], [52.35714689906915, 4.914266038296883], [52.357144332692535, 4.914255819510338], [52.35714249703154, 4.914248528792986], [52.35712106198153, 4.914163221123166], [52.3570815678641, 4.914189697794054], [52.357076996343416, 4.914192755769059], [52.35707924312451, 4.914201715526769], [52.357029933604615, 4.914234740937812], [52.35702611596016, 4.9142195298952105], [52.356984748342306, 4.914247244801717], [52.35701785443334, 4.914378814277105], [52.357058083503745, 4.914351816208257], [52.35713731198783, 4.91466735445924]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie']","[363100012116204.0, 363100012151906.0]","[363100012116204.0, 363100012151906.0]","[363100012116204.0, 363100012109895.0, 363100012118444.0, 363100012124921.0, 363100012151906.0, 363100012123341.0, 363100012118445.0, 363100012075560.0, 363100012065583.0]",[],[]
97,363100012116204.0,"Eerste Oosterparkstraat 166-170
1091HJ Amsterdam","[[52.357285198041374, 4.914816492375936], [52.35726739824479, 4.914745648624621], [52.3572629505798, 4.914727948680794], [52.35726414255692, 4.914727099268885], [52.357265270861014, 4.914726059703708], [52.35726632650474, 4.914724830080932], [52.3572672915134, 4.914723410591927], [52.35726816600416, 4.914721830594082], [52.35726892313217, 4.914720119731853], [52.35726957188476, 4.91471827790956], [52.357270094404406, 4.914716334675982], [52.35727048182097, 4.914714319484214], [52.35727074318034, 4.91471224691728], [52.35727086056643, 4.914710131845273], [52.35727084314235, 4.914708018208616], [52.35727068192075, 4.914705906103013], [52.35727038606476, 4.91470383946889], [52.35726996467887, 4.914701847567963], [52.357269408775785, 4.9146999304959404], [52.35726872745998, 4.914698117514534], [52.35726793882337, 4.914696437789762], [52.35726703393717, 4.91469490609602], [52.35726603982204, 4.914693536824923], [52.357264965582466, 4.914692359238163], [52.35726382020585, 4.914691373240045], [52.3572626126795, 4.914690578734857], [52.35726136115387, 4.914690019567284], [52.357260083486494, 4.914689666188528], [52.35725878878187, 4.914689547860269], [52.357257494956144, 4.914689649712403], [52.35725621105518, 4.914689986327908], [52.35725495493653, 4.914690528157995], [52.357253744692024, 4.914691304368638], [52.357249424892444, 4.914674116850102], [52.3572318168507, 4.914604049173562], [52.35713731198783, 4.91466735445924], [52.35719066616193, 4.914879812251588], [52.357285198041374, 4.914816492375936]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie']","[363100012127864.0, 363100012109895.0]","[363100012127864.0, 363100012109895.0]","[363100012127864.0, 363100012109895.0, 363100012135164.0, 363100012124921.0]",[],[]
98,363100012109895.0,"Eerste Oosterparkstraat 172-176
1091HJ Amsterdam","[[52.357338597235206, 4.915029038650374], [52.357321044206, 4.91495919029843], [52.35731656920102, 4.914941387847647], [52.35731775213375, 4.91494052385737], [52.35731886240647, 4.914939469808926], [52.357319900019164, 4.914938225702305], [52.3573208561016, 4.914936820990575], [52.35732171262051, 4.914935241186305], [52.35732246076427, 4.914933530421287], [52.357323100532824, 4.914931688695528], [52.35732361412718, 4.914929760236466], [52.35732399256002, 4.914927745139762], [52.35732424499436, 4.914925687345935], [52.35732436244283, 4.914923586950644], [52.35732433609377, 4.914921488085704], [52.35732417493455, 4.914919390655482], [52.357323888128185, 4.9149173386005], [52.35732345781712, 4.914915361469496], [52.35732291096338, 4.914913458975541], [52.357322238696746, 4.914911660571726], [52.357321450063175, 4.914909980841126], [52.357320563212994, 4.9149084636285885], [52.35731957814625, 4.914907108934113], [52.35731851283759, 4.914905916566394], [52.357317376450084, 4.914904930465915], [52.35731617791252, 4.914904135858307], [52.35731493531668, 4.914903561909672], [52.35731366657872, 4.914903193749982], [52.35731238080311, 4.91490306064099], [52.35731109590598, 4.914903147712663], [52.357309820874626, 4.914903454869331], [52.357308573683774, 4.914903981919675], [52.357307363320764, 4.9149047287680245], [52.3573029888082, 4.914887336279867], [52.357285198041374, 4.914816492375936], [52.35719066616193, 4.914879812251588], [52.35724403833912, 4.915092373115585], [52.357338597235206, 4.915029038650374]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie']","[363100012116204.0, 363100012135164.0]","[363100012116204.0, 363100012135164.0]","[363100012127864.0, 363100012116204.0, 363100012135164.0, 363100012124921.0]",[],[]
99,363100012135164.0,"Eerste Oosterparkstraat 178-192
1091HK Amsterdam","[[52.357376489940975, 4.915619890533012], [52.35732417792041, 4.915655119033594], [52.357357865513016, 4.915786405468951], [52.35740956824537, 4.91575163862988], [52.35740597029207, 4.9157373791527865], [52.35745632829894, 4.915703477910263], [52.357459917268976, 4.915717737496254], [52.357464408059705, 4.91571470986866], [52.35746259087252, 4.915707521598452], [52.357502308959006, 4.915680779443955], [52.357502303304344, 4.915681616229632], [52.35750244138868, 4.915682436808629], [52.35750269595766, 4.915683168073563], [52.357503057848554, 4.915683766083608], [52.35750349998239, 4.915684201767689], [52.357504004150606, 4.915684416601688], [52.357504516487616, 4.915684425837338], [52.357505018960275, 4.91568421498684], [52.35750546669034, 4.915683799206432], [52.35750583277421, 4.91568319346137], [52.35750609952959, 4.915682471336513], [52.357506231124, 4.915681662571405], [52.35750623672021, 4.915680811106879], [52.35750610762319, 4.91567999043232], [52.35750585305418, 4.915679259167346], [52.35750549116325, 4.915678661157305], [52.35750504010054, 4.915678240247529], [52.35750454486119, 4.915678010639322], [52.35750402353683, 4.915678001499242], [52.35750352112266, 4.91567822702858], [52.357503073392614, 4.915678642809026], [52.35750270725029, 4.9156792338753155], [52.357491018039596, 4.915632809724199], [52.35749211163021, 4.915632078812916], [52.35749251454031, 4.915631692867169], [52.35749284490846, 4.915631146218956], [52.357493075948035, 4.915630483191108], [52.35749319884711, 4.915629747915448], [52.35749320479378, 4.915628984523797], [52.357493085034605, 4.9156282518267576], [52.357492848673864, 4.915627579086374], [52.35749251397862, 4.915627039505501], [52.35749211701519, 4.915626662059658], [52.357491666829404, 4.9156264613321135], [52.35749119942909, 4.9156264516196115], [52.35749074183478, 4.915626647314398], [52.357489648244204, 4.915627378225792], [52.3574817751961, 4.915595842484286], [52.35748111188709, 4.91559628991516], [52.357476646140704, 4.915578531276407], [52.35747784687732, 4.9155776230726405], [52.35747897483797, 4.915576495451443], [52.35748002121076, 4.915575192544612], [52.3574809679625, 4.915573699864413], [52.35748181521015, 4.915572046768376], [52.357482554083326, 4.915570262709561], [52.357483166607345, 4.915568347879004], [52.35748364391181, 4.915566331729772], [52.35748398617218, 4.915564258298187], [52.35748419338843, 4.915562127584266], [52.357484247761334, 4.915559983815374], [52.35748416726557, 4.915557826800494], [52.35748394308924, 4.91555570067147], [52.35748357534936, 4.91555363478586], [52.35748308207902, 4.915551643631411], [52.357482445362095, 4.915549742077949], [52.35748169233603, 4.915547973875228], [52.35748083204667, 4.9155463536065], [52.357479864494046, 4.91554488127177], [52.35747879884091, 4.915543600811817], [52.357477662049334, 4.915542511940072], [52.357476463165135, 4.915541629239767], [52.35747520224683, 4.915540967389656], [52.35747390631491, 4.91554054078192], [52.357472593285564, 4.915540334546732], [52.35747128125049, 4.91554037785055], [52.35746997009268, 4.915540641335831], [52.357468686832675, 4.9155411393947475], [52.35746744039932, 4.915541857252998], [52.357463065980376, 4.915524464639007], [52.357427814269386, 4.915384166905054], [52.357423412338676, 4.915366642500144], [52.35742458605313, 4.91536571989967], [52.3574256960956, 4.915364607144311], [52.35742672443287, 4.915363289746429], [52.35742765326576, 4.915361811933377], [52.35742849158162, 4.915360173609605], [52.357429203548094, 4.915358404514847], [52.357429798152516, 4.915356504553549], [52.357430266641565, 4.9153545325362895], [52.35743060895672, 4.91535247378433], [52.357430798311505, 4.915350372620621], [52.35743086172642, 4.915348243437249], [52.357430772356494, 4.915346115878425], [52.357430548351886, 4.915344033789294], [52.357430189654146, 4.915341982491125], [52.35742969649728, 4.9153400206989355], [52.357429068881316, 4.915338148412744], [52.35742833388528, 4.915336394703371], [52.35742748263888, 4.915334789023887], [52.35742652418797, 4.915333345957481], [52.35742548549459, 4.91533206521746], [52.35742435774693, 4.915330990935629], [52.357423176835816, 4.915330108050973], [52.357421933891004, 4.9153294460165355], [52.35742066492035, 4.915329019128795], [52.35741936980681, 4.915328798030229], [52.357418066642104, 4.915328811887191], [52.35741677340096, 4.915329060508526], [52.357415499012156, 4.9153295291199], [52.357414270496236, 4.915330232113352], [52.3574098595702, 4.915312707814734], [52.35737418716669, 4.9151706533676185], [52.357369990449904, 4.9151527598380875], [52.35737118207886, 4.915151822363142], [52.35737229200227, 4.9151506802463185], [52.35737332926595, 4.915149348070742], [52.35737426696645, 4.915147840801935], [52.35737510516229, 4.91514617311864], [52.357375825937325, 4.915144359890788], [52.357376420479774, 4.91514244525019], [52.35737687980231, 4.915140429292461], [52.357377204022, 4.91513834137508], [52.357377393255895, 4.915136210855535], [52.35737743863376, 4.915134067186911], [52.35737734021409, 4.915131925047962], [52.357377098055444, 4.915129799117445], [52.357376721379296, 4.915127748014702], [52.35737620113977, 4.9151257571566225], [52.35737556453308, 4.915123884971335], [52.357374793584505, 4.915122131650061], [52.357373924360495, 4.915120526167847], [52.357372938944955, 4.915119083394641], [52.35737187334575, 4.915117817626742], [52.357370727679985, 4.915116758221604], [52.35736951992234, 4.915115904988002], [52.35736825906017, 4.915115257830315], [52.35736697217257, 4.915114845819158], [52.35736565925958, 4.915114668954515], [52.357364338295824, 4.915114727045148], [52.357363036243385, 4.915115019804208], [52.3573617530437, 4.91511553255295], [52.35736051571731, 4.915116279683255], [52.35735618681649, 4.915099048141238], [52.357338597235206, 4.915029038650374], [52.35724403833912, 4.915092373115585], [52.357376489940975, 4.915619890533012]]","['winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012109895.0, 363100012096264.0]","[363100012109895.0, 363100012096264.0]","[363100012116204.0, 363100012109895.0, 363100012061690.0, 363100012124921.0, 363100012096264.0, 363100012076042.0]",[],[]
100,363100012118444.0,"Eerste Oosterparkstraat 146-152 1091HH
Iepenweg 6-12 1091JM
All in Amsterdam","[[52.35696025372449, 4.914037314125812], [52.35696982685956, 4.914030870630525], [52.35707505419954, 4.913958686367064], [52.35695833350809, 4.91348977040472], [52.35685435399167, 4.913559270662294], [52.356854591480065, 4.913560222274534], [52.35681175373282, 4.913588863487599], [52.356814329389294, 4.913599140777091], [52.356817955443134, 4.913613619780361], [52.35688768065453, 4.913891883141128], [52.356918605639116, 4.913871207931233], [52.35696025372449, 4.914037314125812]]","['winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'winkelfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012077936.0, 363100012118445.0]","[363100012077936.0, 363100012118445.0, 363100012075560.0]","[363100012117430.0, 363100012116525.0, 363100012077936.0, 363100012127864.0, 363100012126283.0, 363100012124921.0, 363100012151906.0, 363100012118445.0, 363100012075560.0, 363100012065583.0]",[],[]
101,363100012091343.0,"Eerste Oosterparkstraat 236-302 1091HM
Beukenweg 2 1091KD
All in Amsterdam","[[52.35779648885506, 4.917261365419379], [52.357730826619, 4.917309431423949], [52.35776817964184, 4.917461174060727], [52.357771669369804, 4.917459537056972], [52.35791024629379, 4.91735868974394], [52.357910556582524, 4.917359875500615], [52.35793258478512, 4.9173438470908115], [52.357903833121675, 4.91725782121201], [52.35790295155951, 4.917255364387118], [52.35790199844818, 4.917252996397198], [52.35790096480035, 4.917250717337434], [52.35789985061603, 4.917248527207831], [52.35789962202809, 4.917247546100352], [52.35789810364633, 4.917245418969557], [52.35789659349432, 4.9172431009179185], [52.357895003155434, 4.917240959869944], [52.357893332513186, 4.917238966467812], [52.35789159067146, 4.9172371499741505], [52.35788977763025, 4.917235510388943], [52.35788791136426, 4.917234047521819], [52.35788600091911, 4.917232775956486], [52.35788403736576, 4.917231710467002], [52.35788203862059, 4.917230836184081], [52.35788001367098, 4.917230153012522], [52.357877962633474, 4.917229690310099], [52.357876418771774, 4.917223409146993], [52.357875424207016, 4.9172241830151355], [52.35786801619653, 4.917201009118065], [52.35787050605272, 4.917198810178885], [52.35786324449275, 4.917169513379885], [52.357862016257386, 4.917170289724034], [52.35786177973058, 4.917169572933128], [52.357858761020424, 4.917172129783404], [52.3578423461816, 4.917121512551565], [52.35786293270473, 4.917104574510801], [52.35786135370311, 4.917098499239576], [52.35785677300377, 4.9171015277064924], [52.357779045996494, 4.916789002780366], [52.357754659049824, 4.9166909381446535], [52.357614497200174, 4.916784082611908], [52.35764497578546, 4.916906538378371], [52.357656629124605, 4.916898810925159], [52.35766915113957, 4.91694911680852], [52.35765749785546, 4.916956858929546], [52.357655799211855, 4.916950080346052], [52.35765403780153, 4.916952389004922], [52.357652358035295, 4.9169548876312295], [52.35765078675851, 4.916957546581605], [52.35764931492558, 4.916960351272464], [52.35764796056942, 4.916963316192164], [52.35764671452781, 4.9169663973994755], [52.35764558584636, 4.916969609478002], [52.35764459238314, 4.916972922879642], [52.35764371616343, 4.9169763377948845], [52.35764298409098, 4.916979839259237], [52.35764237807446, 4.916983398105534], [52.357641916088575, 4.916987014143353], [52.35764158908764, 4.916990672789128], [52.357641406000724, 4.916994359268839], [52.35764135778214, 4.916998058998931], [52.35764145336095, 4.917001757205385], [52.35764169267887, 4.917005439209409], [52.35764206663189, 4.91700907574862], [52.357642584265726, 4.9170126814066535], [52.35764323647639, 4.917016226921113], [52.357644023147294, 4.917019682934379], [52.35764494433676, 4.917023064125308], [52.357645990999124, 4.917026355910322], [52.35764716295952, 4.917029514252964], [52.357648442301546, 4.917032554022516], [52.357649846941634, 4.917035460349727], [52.35765135884676, 4.917038218746221], [52.35765296897132, 4.917040814628389], [52.35765467731532, 4.917043247996241], [52.35765647477482, 4.9170454895873235], [52.357658352420785, 4.9170475541756815], [52.35766031013666, 4.917049412403643], [52.35766233000601, 4.917051079140453], [52.35766441197059, 4.917052539707263], [52.35766654692643, 4.917053764841601], [52.35766872600283, 4.9170547839963215], [52.3576709311668, 4.917055582682993], [52.35767317134736, 4.917056146127537], [52.35767542862816, 4.917056489199184], [52.35767768497619, 4.917056597409496], [52.3576799493788, 4.917056470663224], [52.3576822039196, 4.917056123829599], [52.357717742164404, 4.917198916155831], [52.3577717737427, 4.917162041528679], [52.35779648885506, 4.917261365419379]]","['woonfunctie', 'bijeenkomstfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'winkelfunctie', 'winkelfunctie']","[363100012094544.0, 363100012166482.0]","[363100012094544.0, 363100012166482.0, 363100012166113.0, 363100012153828.0]","[363100012094544.0, 363100012124921.0, 363100012146431.0, 363100012101116.0, 363100012166482.0, 363100012166113.0, 363100012153828.0, 363100012163251.0]",[],"[73.0, 132.0]"
