,pand_id,full_adress,wgs,gebruiksdoelVerblijfsobject,neighbors,linked_small,linked_big,ov_small,ov_big
2083,363100012094063.0,"Pieter Vlamingstraat 32
1093AE Amsterdam","[[52.36454216363979, 4.924996041492672], [52.364543096317114, 4.9249955179162965], [52.36453689392937, 4.924965367558554], [52.36452876779225, 4.924925914364602], [52.36443621614339, 4.9249775157963676], [52.36445073302833, 4.925047029167204], [52.36454216363979, 4.924996041492672]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012109920.0, 363100012075601.0]","[363100012109920.0, 363100012125776.0, 363100012098648.0, 363100012075601.0]","[363100012154850.0, 363100012109920.0, 363100012125776.0, 363100012063961.0, 363100012098648.0, 363100012075601.0, 363100012094055.0, 363100012125671.0, 363100012115247.0]",[],[]
2084,363100012109920.0,"Pieter Vlamingstraat 34
1093AE Amsterdam","[[52.36455677096021, 4.925065700910681], [52.36454216363979, 4.924996041492672], [52.36445073302833, 4.925047029167204], [52.36446529543944, 4.925116703607701], [52.36455677096021, 4.925065700910681]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012094063.0, 363100012125776.0]","[363100012094063.0, 363100012125776.0, 363100012075601.0, 363100012094055.0]","[363100012159594.0, 363100012094063.0, 363100012125776.0, 363100012063961.0, 363100012098648.0, 363100012075601.0, 363100012094055.0, 363100012125671.0, 363100012122070.0, 363100012115247.0]",[],[]
2085,363100012125776.0,"Pieter Vlamingstraat 36
1093AE Amsterdam","[[52.36457123186377, 4.925134701221382], [52.36455677096021, 4.925065700910681], [52.36446529543944, 4.925116703607701], [52.3644797204786, 4.925185733529462], [52.36457123186377, 4.925134701221382]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012109920.0, 363100012094055.0]","[363100012094063.0, 363100012109920.0, 363100012094055.0, 363100012125671.0]","[363100012159594.0, 363100012094063.0, 363100012109920.0, 363100012098648.0, 363100012075601.0, 363100012094055.0, 363100012125671.0, 363100012150078.0, 363100012122070.0, 363100012115247.0]",[],[]
2086,363100012160757.0,"Pieter Vlamingstraat 48
1093AG Amsterdam","[[52.36467075965997, 4.925611115526419], [52.364668671909676, 4.925601227059441], [52.36466164862257, 4.925567957859774], [52.36465381967002, 4.925530909161293], [52.36454056911007, 4.9255940444374815], [52.36449686698562, 4.925618400929363], [52.3644841142324, 4.92562552209128], [52.36450107213318, 4.92570572799909], [52.36456218150358, 4.925671647398083], [52.36467075965997, 4.925611115526419]]","['industriefunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012157029.0, 363100012121661.0]","[363100012157029.0, 363100012163414.0, 363100012150078.0, 363100012121661.0, 363100012115247.0]","[363100012155803.0, 363100012162085.0, 363100012157029.0, 363100012163414.0, 363100012166230.0, 363100012125671.0, 363100012150078.0, 363100012121661.0, 363100012122070.0, 363100012160168.0, 363100012153459.0, 363100012161692.0, 363100012115247.0]",[],[]
2087,363100012162085.0,"Pieter Vlamingstraat 56
1093AG Amsterdam","[[52.36473157894842, 4.925896924300963], [52.36471684715256, 4.925827485859416], [52.36462925452845, 4.9258763179416425], [52.36463622414813, 4.9259096758136955], [52.36465212478195, 4.925900804214833], [52.3646596897256, 4.925937018861003], [52.364666927065784, 4.9259329795439735], [52.36473157894842, 4.925896924300963]]","['bijeenkomstfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012163489.0, 363100012137243.0, 363100012166230.0]","[363100012163489.0, 363100012137243.0, 363100012163414.0, 363100012166230.0]","[363100012163489.0, 363100012137243.0, 363100012146257.0, 363100012155386.0, 363100012160757.0, 363100012157029.0, 363100012163414.0, 363100012166230.0, 363100012115247.0]",[],[]
2088,363100012167311.0,"Pieter Vlamingstraat 86
1093AK Amsterdam","[[52.365078269376355, 4.927551155007491], [52.365062910044166, 4.927479563745913], [52.36506294057783, 4.927478168650175], [52.36496076589237, 4.927535400132217], [52.364939520251525, 4.927547306996798], [52.36495546504796, 4.927621549433188], [52.364976108829296, 4.927609722243746], [52.365078269376355, 4.927551155007491]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012159365.0, 363100012068873.0, 363100012243311.0]","[363100012159365.0, 363100012163069.0, 363100012068873.0, 363100012243311.0]","[363100012123847.0, 363100012159365.0, 363100012163069.0, 363100012156638.0, 363100012156599.0, 363100012130961.0, 363100012068873.0, 363100012125230.0, 363100012243311.0, 363100012097852.0, 363100012134849.0, 363100012125168.0]",[],[]
2089,363100012159365.0,"Pieter Vlamingstraat 88
1093AK Amsterdam","[[52.36509361063357, 4.927622731823653], [52.365078269376355, 4.927551155007491], [52.364976108829296, 4.927609722243746], [52.36499147695628, 4.9276812839549935], [52.36509361063357, 4.927622731823653]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012167311.0, 363100012163069.0, 363100012243311.0]","[363100012167311.0, 363100012163069.0, 363100012156638.0, 363100012068873.0, 363100012243311.0]","[363100012167311.0, 363100012163069.0, 363100012156638.0, 363100012156599.0, 363100012162372.0, 363100012068873.0, 363100012125230.0, 363100012243311.0, 363100012097852.0, 363100012134849.0, 363100012125168.0]",[],[]
2090,363100012163069.0,"Pieter Vlamingstraat 90
1093AK Amsterdam","[[52.365108951847496, 4.927694308689451], [52.36509361063357, 4.927622731823653], [52.36499147695628, 4.9276812839549935], [52.36500686307165, 4.927752860211095], [52.365108951847496, 4.927694308689451]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012159365.0, 363100012156638.0, 363100012243311.0]","[363100012167311.0, 363100012159365.0, 363100012156638.0, 363100012156599.0, 363100012243311.0]","[363100012167311.0, 363100012159365.0, 363100012156638.0, 363100012156599.0, 363100012162372.0, 363100012153780.0, 363100012068873.0, 363100012125230.0, 363100012243311.0, 363100012165977.0, 363100012097852.0, 363100012134849.0, 363100012125168.0, 363100012160171.0]",[],[]
2091,363100012156638.0,"Pieter Vlamingstraat 92
1093AK Amsterdam","[[52.365123880896576, 4.927763907814965], [52.365108951847496, 4.927694308689451], [52.36500686307165, 4.927752860211095], [52.36502180095985, 4.927822429740706], [52.365123880896576, 4.927763907814965]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012163069.0, 363100012156599.0, 363100012243311.0]","[363100012159365.0, 363100012163069.0, 363100012156599.0, 363100012162372.0, 363100012243311.0]","[363100012167311.0, 363100012159365.0, 363100012163069.0, 363100012156599.0, 363100012162372.0, 363100012153780.0, 363100012068873.0, 363100012243311.0, 363100012165977.0, 363100012155543.0, 363100012134849.0, 363100012125168.0, 363100012160171.0, 363100012163212.0]",[],[]
2092,363100012156599.0,"Pieter Vlamingstraat 94
1093AK Amsterdam","[[52.36513879181613, 4.927833477810904], [52.365123880896576, 4.927763907814965], [52.36502180095985, 4.927822429740706], [52.36503674779451, 4.92789199922425], [52.36513879181613, 4.927833477810904]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012156638.0, 363100012162372.0, 363100012243311.0]","[363100012163069.0, 363100012156638.0, 363100012162372.0, 363100012153780.0, 363100012243311.0, 363100012165977.0]","[363100012167311.0, 363100012159365.0, 363100012163069.0, 363100012156638.0, 363100012162372.0, 363100012153780.0, 363100012243311.0, 363100012165977.0, 363100012155543.0, 363100012157312.0, 363100012134849.0, 363100012125168.0, 363100012160171.0, 363100012163212.0, 363100012156381.0]",[],[]
2093,363100012162372.0,"Pieter Vlamingstraat 96
1093AK Amsterdam","[[52.36515390047326, 4.927903060488206], [52.36513879181613, 4.927833477810904], [52.36503674779451, 4.92789199922425], [52.365049232402804, 4.927950098326177], [52.36505806256005, 4.927958140688855], [52.365080903432776, 4.927945042925282], [52.36515390047326, 4.927903060488206]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012156599.0, 363100012153780.0, 363100012243311.0]","[363100012156638.0, 363100012156599.0, 363100012153780.0, 363100012243311.0, 363100012165977.0, 363100012155543.0]","[363100012159365.0, 363100012163069.0, 363100012156638.0, 363100012156599.0, 363100012153780.0, 363100012243311.0, 363100012165977.0, 363100012155543.0, 363100012157312.0, 363100012157813.0, 363100012134849.0, 363100012125168.0, 363100012160171.0, 363100012163212.0, 363100012156381.0, 363100012166327.0]",[],[]
2094,363100012153780.0,"Pieter Vlamingstraat 98
1093AK Amsterdam","[[52.365143005958444, 4.928037087008397], [52.36514348405265, 4.928037537199843], [52.36516851788709, 4.927966496571779], [52.36515434028346, 4.927902909116013], [52.36515390047326, 4.927903060488206], [52.365080903432776, 4.927945042925282], [52.36505806256005, 4.927958140688855], [52.365071916547436, 4.927970741167814], [52.365143005958444, 4.928037087008397]]","['bijeenkomstfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012162372.0, 363100012243311.0, 363100012165977.0]","[363100012156599.0, 363100012162372.0, 363100012243311.0, 363100012165977.0, 363100012155543.0]","[363100012163069.0, 363100012156638.0, 363100012156599.0, 363100012162372.0, 363100012243311.0, 363100012165977.0, 363100012155543.0, 363100012157312.0, 363100012157813.0, 363100012125168.0, 363100012160171.0, 363100012163212.0, 363100012156381.0, 363100012166327.0]",[],[]
2095,363100012128991.0,"Pieter Vlamingstraat 206-222
1093DJ Amsterdam","[[52.36490334269181, 4.926716455007215], [52.36488054092344, 4.9266078699529], [52.364800733285584, 4.926652582367479], [52.36477809760797, 4.926665252812532], [52.36480002038126, 4.926769691817324], [52.36490334269181, 4.926716455007215]]","['industriefunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012142845.0, 363100012140194.0, 363100012066596.0]","[363100012142845.0, 363100012140194.0, 363100012123847.0, 363100012066596.0]","[363100012142845.0, 363100012140194.0, 363100012123847.0, 363100012066596.0, 363100012089063.0, 363100012095985.0, 363100012126084.0]",[],[]
2096,363100012066596.0,"Pieter Vlamingstraat 224
1093DJ Amsterdam","[[52.36492614453184, 4.9268250842172066], [52.36490334269181, 4.926716455007215], [52.36480002038126, 4.926769691817324], [52.364823692124176, 4.926882466728031], [52.36492614453184, 4.9268250842172066]]",['industriefunctie'],"[363100012128991.0, 363100012089063.0]","[363100012128991.0, 363100012089063.0]","[363100012142845.0, 363100012140194.0, 363100012123847.0, 363100012128991.0, 363100012089063.0, 363100012066094.0, 363100012095985.0, 363100012126084.0]",[],[]
2097,363100012089063.0,"Pieter Vlamingstraat 226-244
1093DJ Amsterdam","[[52.36497173869729, 4.927042284341239], [52.36495520981447, 4.926963540813316], [52.36492614453184, 4.9268250842172066], [52.364823692124176, 4.926882466728031], [52.36484650291355, 4.926991125098116], [52.36486928618475, 4.927099666409985], [52.36497173869729, 4.927042284341239]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012066596.0, 363100012066094.0]","[363100012066596.0, 363100012066094.0]","[363100012142845.0, 363100012140194.0, 363100012123847.0, 363100012128991.0, 363100012066596.0, 363100012066094.0, 363100012130961.0, 363100012095985.0, 363100012126084.0, 363100012146206.0]",[],[]
2098,363100012066094.0,"Pieter Vlamingstraat 246
1093DK Amsterdam","[[52.36499453113693, 4.927150884617725], [52.36497173869729, 4.927042284341239], [52.36486928618475, 4.927099666409985], [52.36489209660364, 4.927208280960305], [52.36499453113693, 4.927150884617725]]",['woonfunctie'],"[363100012089063.0, 363100012130961.0]","[363100012089063.0, 363100012130961.0]","[363100012123847.0, 363100012066596.0, 363100012089063.0, 363100012130961.0, 363100012068873.0, 363100012126084.0, 363100012146206.0, 363100012097852.0]",[],[]
2099,363100012130961.0,"Pieter Vlamingstraat 248-282
1093DK Amsterdam","[[52.365017332521305, 4.927259499594212], [52.36499453113693, 4.927150884617725], [52.36489209660364, 4.927208280960305], [52.36491489787852, 4.927316881034529], [52.365017332521305, 4.927259499594212]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']",[363100012066094.0],[363100012066094.0],"[363100012123847.0, 363100012167311.0, 363100012089063.0, 363100012066094.0, 363100012068873.0, 363100012146206.0, 363100012125230.0, 363100012243311.0, 363100012097852.0, 363100012134849.0]",[],[]
2100,363100012068873.0,"Pieter Vlamingstraat 284
1093DK Amsterdam","[[52.36506294057783, 4.927478168650175], [52.36506295319379, 4.927476788421983], [52.365040133634956, 4.927368070638784], [52.3649376991678, 4.927425510583198], [52.36496076589237, 4.927535400132217], [52.36506294057783, 4.927478168650175]]",['woonfunctie'],"[363100012167311.0, 363100012243311.0]","[363100012167311.0, 363100012159365.0, 363100012243311.0]","[363100012123847.0, 363100012167311.0, 363100012159365.0, 363100012163069.0, 363100012156638.0, 363100012066094.0, 363100012130961.0, 363100012125230.0, 363100012243311.0, 363100012097852.0, 363100012134849.0, 363100012125168.0]",[],[]
2101,363100012095985.0,"Pieter Vlamingstraat 101-119
1093DL Amsterdam","[[52.36523132200488, 4.926658698355339], [52.36518152289344, 4.92642584603809], [52.36517387331937, 4.926430197923374], [52.36516538980803, 4.926435042971326], [52.36515661748845, 4.926393393376349], [52.36513917408232, 4.926403073746525], [52.36507890697516, 4.9264365430793635], [52.365135827390226, 4.926702531437482], [52.36513786879843, 4.926712082856695], [52.36523132200488, 4.926658698355339]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012163286.0, 363100012163521.0, 363100012126084.0]","[363100012083647.0, 363100012156106.0, 363100012163286.0, 363100012163521.0, 363100012126084.0]","[363100012163689.0, 363100012083647.0, 363100012156106.0, 363100012163286.0, 363100012163521.0, 363100012142845.0, 363100012153077.0, 363100012159450.0, 363100012161858.0, 363100012071271.0, 363100012128991.0, 363100012066596.0, 363100012089063.0, 363100012126084.0, 363100012146206.0, 363100012118584.0]",[],[]
2102,363100012126084.0,"Pieter Vlamingstraat 121-141
1093DL Amsterdam","[[52.36528297927925, 4.926900326408254], [52.36523132200488, 4.926658698355339], [52.36513786879843, 4.926712082856695], [52.36515990259919, 4.9268150387048655], [52.365167500472246, 4.926850548845295], [52.36516960586449, 4.926860378570724], [52.36518957072973, 4.926953665953167], [52.36528297927925, 4.926900326408254]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012095985.0, 363100012146206.0]","[363100012095985.0, 363100012146206.0]","[363100012083647.0, 363100012128991.0, 363100012066596.0, 363100012089063.0, 363100012066094.0, 363100012095985.0, 363100012146206.0, 363100012125230.0, 363100012143635.0, 363100012118584.0]",[],[]
2103,363100012146206.0,"Pieter Vlamingstraat 143-163
1093DL Amsterdam","[[52.36533811434529, 4.927158157226665], [52.36528297927925, 4.926900326408254], [52.36518957072973, 4.926953665953167], [52.3652123640781, 4.927060167191198], [52.36522127080212, 4.927101771529031], [52.3652447415724, 4.927211481241522], [52.36533811434529, 4.927158157226665]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012126084.0, 363100012125230.0]","[363100012126084.0, 363100012125230.0, 363100012143635.0, 363100012118584.0]","[363100012089063.0, 363100012066094.0, 363100012130961.0, 363100012095985.0, 363100012126084.0, 363100012125230.0, 363100012143635.0, 363100012118584.0]",[],[]
2104,363100012125230.0,"Pieter Vlamingstraat 165-207
1093DL Amsterdam","[[52.365383984370474, 4.92734241045047], [52.365442113350795, 4.927172627102926], [52.36536322636116, 4.92710043153837], [52.3653532641704, 4.927164210616325], [52.36533811434529, 4.927158157226665], [52.3652447415724, 4.927211481241522], [52.365249913534605, 4.92723565283706], [52.36525368493404, 4.927253276125256], [52.365268706453634, 4.927323476332881], [52.36527215746655, 4.927339605397045], [52.365294684988825, 4.927444861816725], [52.36529545921142, 4.927445191478963], [52.365301948664396, 4.927403618310348], [52.36531501994972, 4.927409061994824], [52.365302856382854, 4.9274869290682295], [52.36530592568368, 4.927488086504645], [52.36532769002362, 4.927496347172478], [52.365330876330766, 4.927497547443764], [52.365383984370474, 4.92734241045047]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'kantoorfunctie']","[363100012146206.0, 363100012143635.0]","[363100012146206.0, 363100012143635.0]","[363100012167311.0, 363100012159365.0, 363100012163069.0, 363100012130961.0, 363100012068873.0, 363100012126084.0, 363100012146206.0, 363100012243311.0, 363100012143635.0, 363100012118584.0, 363100012114561.0]",[],[]
2105,363100012063961.0,"Pieter Vlamingstraat 26
1093AD Amsterdam","[[52.36449897226669, 4.924787497391007], [52.3644843111453, 4.9247179121234534], [52.36439264749843, 4.924769034869185], [52.36440720091381, 4.924838665177136], [52.36449897226669, 4.924787497391007]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012154850.0, 363100012098648.0]","[363100012064747.0, 363100012154850.0, 363100012098648.0, 363100012075601.0]","[363100012074401.0, 363100012089362.0, 363100012064747.0, 363100012154850.0, 363100012094063.0, 363100012109920.0, 363100012098648.0, 363100012075601.0, 363100012115247.0]",[],[]
2106,363100012098648.0,"Pieter Vlamingstraat 28
1093AD Amsterdam","[[52.36451442136645, 4.924856340407524], [52.36449897226669, 4.924787497391007], [52.36440720091381, 4.924838665177136], [52.364421699389645, 4.924908046514389], [52.36451442136645, 4.924856340407524]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012063961.0, 363100012075601.0]","[363100012154850.0, 363100012094063.0, 363100012063961.0, 363100012075601.0]","[363100012089362.0, 363100012064747.0, 363100012154850.0, 363100012094063.0, 363100012109920.0, 363100012125776.0, 363100012063961.0, 363100012075601.0, 363100012115247.0]",[],[]
2107,363100012075601.0,"Pieter Vlamingstraat 30
1093AE Amsterdam","[[52.36452876779225, 4.924925914364602], [52.36451442136645, 4.924856340407524], [52.364421699389645, 4.924908046514389], [52.36443621614339, 4.9249775157963676], [52.36452876779225, 4.924925914364602]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012094063.0, 363100012098648.0]","[363100012094063.0, 363100012109920.0, 363100012063961.0, 363100012098648.0]","[363100012064747.0, 363100012154850.0, 363100012094063.0, 363100012109920.0, 363100012125776.0, 363100012063961.0, 363100012098648.0, 363100012094055.0, 363100012115247.0]",[],[]
2108,363100012157029.0,"Pieter Vlamingstraat 50
1093AG Amsterdam","[[52.364685530965936, 4.925681434319804], [52.36467075965997, 4.925611115526419], [52.36456218150358, 4.925671647398083], [52.364569151180945, 4.925705005187381], [52.364590926031745, 4.9256928718081765], [52.36459865590126, 4.925729877467735], [52.364685530965936, 4.925681434319804]]",['woonfunctie'],"[363100012160757.0, 363100012163414.0]","[363100012160757.0, 363100012163414.0, 363100012166230.0, 363100012121661.0]","[363100012163489.0, 363100012137243.0, 363100012155803.0, 363100012160757.0, 363100012162085.0, 363100012163414.0, 363100012166230.0, 363100012150078.0, 363100012121661.0, 363100012122070.0, 363100012160168.0, 363100012161692.0, 363100012115247.0]",[],[]
2109,363100012163414.0,"Pieter Vlamingstraat 52
1093AG Amsterdam","[[52.36470200632345, 4.9257577549622775], [52.364685530965936, 4.925681434319804], [52.36459865590126, 4.925729877467735], [52.36460769532428, 4.9257731239411875], [52.36458592046529, 4.925785257285633], [52.36459289005341, 4.925818600429587], [52.36470200632345, 4.9257577549622775]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012157029.0, 363100012166230.0]","[363100012160757.0, 363100012162085.0, 363100012157029.0, 363100012166230.0]","[363100012163489.0, 363100012137243.0, 363100012146257.0, 363100012155386.0, 363100012155803.0, 363100012160757.0, 363100012162085.0, 363100012157029.0, 363100012166230.0, 363100012150078.0, 363100012121661.0, 363100012161692.0, 363100012115247.0]",[],[]
2110,363100012166230.0,"Pieter Vlamingstraat 54
1093AG Amsterdam","[[52.36471684715256, 4.925827485859416], [52.36470200632345, 4.9257577549622775], [52.36459289005341, 4.925818600429587], [52.36459985968937, 4.925851958265188], [52.36462162556785, 4.925839825043088], [52.36462925452845, 4.9258763179416425], [52.36471684715256, 4.925827485859416]]",['woonfunctie'],"[363100012162085.0, 363100012163414.0]","[363100012163489.0, 363100012137243.0, 363100012162085.0, 363100012157029.0, 363100012163414.0]","[363100012163489.0, 363100012137243.0, 363100012146257.0, 363100012155386.0, 363100012155803.0, 363100012160757.0, 363100012162085.0, 363100012157029.0, 363100012163414.0, 363100012121661.0, 363100012115247.0]",[],[]
2111,363100012094055.0,"Pieter Vlamingstraat 38
1093AE Amsterdam","[[52.36458781817861, 4.92521403006662], [52.3645725231437, 4.925140854099039], [52.36457123186377, 4.925134701221382], [52.3644797204786, 4.925185733529462], [52.36445780222584, 4.925197956710812], [52.36447437951113, 4.92527728547066], [52.36458781817861, 4.92521403006662]]",['overige gebruiksfunctie'],"[363100012125776.0, 363100012125671.0]","[363100012109920.0, 363100012125776.0, 363100012125671.0, 363100012122070.0]","[363100012159594.0, 363100012156143.0, 363100012094063.0, 363100012109920.0, 363100012125776.0, 363100012075601.0, 363100012125671.0, 363100012150078.0, 363100012121661.0, 363100012122070.0, 363100012115247.0]",[],[]
2112,363100012125671.0,"Pieter Vlamingstraat 40
1093AE Amsterdam","[[52.36460439545296, 4.925293359064903], [52.36460236223024, 4.925283631558894], [52.36459523667069, 4.925249511982782], [52.36458781817861, 4.92521403006662], [52.36447437951113, 4.92527728547066], [52.36449095674326, 4.925356614289956], [52.36460439545296, 4.925293359064903]]",['woonfunctie'],"[363100012094055.0, 363100012122070.0]","[363100012125776.0, 363100012094055.0, 363100012150078.0, 363100012122070.0]","[363100012159594.0, 363100012156143.0, 363100012158685.0, 363100012094063.0, 363100012109920.0, 363100012125776.0, 363100012160757.0, 363100012094055.0, 363100012150078.0, 363100012121661.0, 363100012122070.0, 363100012115247.0]",[],[]
2113,363100012150078.0,"Pieter Vlamingstraat 44
1093AG Amsterdam","[[52.36463709932998, 4.925451728293463], [52.36463834622268, 4.925451113364914], [52.36462204823427, 4.925371928158067], [52.364507506387575, 4.925435796638209], [52.36452401029799, 4.925514788658805], [52.36463709932998, 4.925451728293463]]",['overige gebruiksfunctie'],"[363100012121661.0, 363100012122070.0]","[363100012160757.0, 363100012125671.0, 363100012121661.0, 363100012122070.0]","[363100012159594.0, 363100012156143.0, 363100012158685.0, 363100012125776.0, 363100012160757.0, 363100012157029.0, 363100012163414.0, 363100012094055.0, 363100012125671.0, 363100012121661.0, 363100012122070.0, 363100012160168.0, 363100012153459.0, 363100012115247.0]",[],[]
2114,363100012121661.0,"Pieter Vlamingstraat 46
1093AG Amsterdam","[[52.36465381967002, 4.925530909161293], [52.36463709932998, 4.925451728293463], [52.36452401029799, 4.925514788658805], [52.36454056911007, 4.9255940444374815], [52.36465381967002, 4.925530909161293]]",['overige gebruiksfunctie'],"[363100012160757.0, 363100012150078.0]","[363100012160757.0, 363100012157029.0, 363100012150078.0, 363100012122070.0]","[363100012156143.0, 363100012158685.0, 363100012160757.0, 363100012157029.0, 363100012163414.0, 363100012166230.0, 363100012094055.0, 363100012125671.0, 363100012150078.0, 363100012122070.0, 363100012160168.0, 363100012153459.0, 363100012161692.0, 363100012115247.0]",[],[]
2115,363100012122070.0,"Pieter Vlamingstraat 42
1093AG Amsterdam","[[52.36462204823427, 4.925371928158067], [52.364605732275486, 4.925292757877839], [52.36460439545296, 4.925293359064903], [52.36449095674326, 4.925356614289956], [52.364507506387575, 4.925435796638209], [52.36462204823427, 4.925371928158067]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012125671.0, 363100012150078.0]","[363100012094055.0, 363100012125671.0, 363100012150078.0, 363100012121661.0]","[363100012159594.0, 363100012156143.0, 363100012158685.0, 363100012109920.0, 363100012125776.0, 363100012160757.0, 363100012157029.0, 363100012094055.0, 363100012125671.0, 363100012150078.0, 363100012121661.0, 363100012153459.0, 363100012115247.0]",[],[]
2116,363100012160168.0,"Pieter Vlamingstraat 7
1093AA Amsterdam","[[52.364948481659916, 4.925477924719977], [52.36493710655257, 4.925423470669362], [52.36493106192632, 4.925394566299725], [52.36486790787946, 4.925429784667728], [52.36488533657569, 4.925513142889751], [52.364948481659916, 4.925477924719977]]","['woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie', 'woonfunctie']","[363100012161952.0, 363100012163697.0, 363100012153459.0, 363100012161692.0]","[363100012158685.0, 363100012161952.0, 363100012163697.0, 363100012235954.0, 363100012155803.0, 363100012153459.0, 363100012161692.0]","[363100012153466.0, 363100012155386.0, 363100012159594.0, 363100012156143.0, 363100012158685.0, 363100012161952.0, 363100012163697.0, 363100012235954.0, 363100012155803.0, 363100012160757.0, 363100012157029.0, 363100012150078.0, 363100012121661.0, 363100012153459.0, 363100012161692.0]",[],[273.0]
2117,363100012153459.0,"Pieter Vlamingstraat 5
1093AA Amsterdam","[[52.36493106192632, 4.925394566299725], [52.36491907317432, 4.925337182311133], [52.36491364213404, 4.9253112079451125], [52.364850488111884, 4.925346426417827], [52.364851230060694, 4.9253500010583355], [52.36486790787946, 4.925429784667728], [52.36493106192632, 4.925394566299725]]",['kantoorfunctie'],"[363100012158685.0, 363100012161952.0, 363100012160168.0]","[363100012156143.0, 363100012158685.0, 363100012161952.0, 363100012163697.0, 363100012235954.0, 363100012160168.0, 363100012161692.0]","[363100012159594.0, 363100012156143.0, 363100012158685.0, 363100012161952.0, 363100012163697.0, 363100012235954.0, 363100012155803.0, 363100012160757.0, 363100012150078.0, 363100012121661.0, 363100012122070.0, 363100012160168.0, 363100012161692.0]",[],[273.0]
2118,363100012161692.0,"Pieter Vlamingstraat 9
1093AA Amsterdam","[[52.36497563187542, 4.925555867126297], [52.36496152773564, 4.925488403933529], [52.364948481659916, 4.925477924719977], [52.36488533657569, 4.925513142889751], [52.36490275628313, 4.925596515952197], [52.36497563187542, 4.925555867126297]]",['kantoorfunctie'],"[363100012163697.0, 363100012155803.0, 363100012160168.0]","[363100012161952.0, 363100012163697.0, 363100012235954.0, 363100012155803.0, 363100012160168.0, 363100012153459.0]","[363100012153466.0, 363100012153465.0, 363100012162301.0, 363100012166835.0, 363100012155386.0, 363100012156143.0, 363100012158685.0, 363100012161952.0, 363100012163697.0, 363100012235954.0, 363100012155803.0, 363100012160757.0, 363100012157029.0, 363100012163414.0, 363100012121661.0, 363100012160168.0, 363100012153459.0]",[],[273.0]
