,pand_id,small_fire,big_fire
90,363100012167373.0,1.0,1.0
91,363100012167449.0,1.0,1.0
92,363100012092390.0,1.0,1.0
93,363100012117430.0,1.0,1.0
94,363100012116525.0,1.0,1.0
95,363100012077936.0,1.0,1.0
96,363100012127864.0,1.0,1.0
97,363100012116204.0,1.0,1.0
98,363100012109895.0,1.0,1.0
99,363100012135164.0,1.0,1.0
100,363100012118444.0,1.0,1.0
101,363100012091343.0,1.0,1.2857142857142856
102,363100012126283.0,1.0,1.0
103,363100012094544.0,1.0,1.0
104,363100012111748.0,1.3333333333333333,1.1428571428571428
105,363100012061690.0,1.0,1.0
106,363100012124921.0,2.0,1.8571428571428572
107,363100012236626.0,1.3333333333333333,1.1428571428571428
108,363100012246848.0,1.0,1.0
109,363100012155550.0,1.0,1.0
110,363100012236163.0,1.0,1.0
111,363100012156704.0,1.0,1.0
112,363100012236713.0,1.0,1.0
113,363100012161077.0,1.0,1.0
114,363100012153339.0,1.0,1.0
115,363100012161273.0,1.0,1.0
116,363100012165837.0,1.0,1.0
117,363100012164468.0,1.0,1.0
118,363100012236675.0,1.0,1.0
119,363100012159551.0,1.0,1.0
120,363100012161046.0,1.0,1.0
121,363100012163786.0,1.0,1.0
122,363100012235898.0,1.0,1.0
123,363100012153794.0,1.0,1.0
124,363100012159658.0,1.0,1.0
125,363100012069825.0,1.0,1.0
126,363100012153706.0,1.0,1.0
127,363100012161497.0,1.0,1.0
128,363100012161299.0,1.0,1.0
129,363100012237163.0,1.0,1.0
130,363100012166028.0,1.0,1.1428571428571428
131,363100012157454.0,1.0,1.2857142857142856
132,363100012237037.0,1.3333333333333333,1.4285714285714286
133,363100012084987.0,1.3333333333333333,1.1428571428571428
134,363100012074376.0,1.0,1.1428571428571428
135,363100012154212.0,1.0,1.0
136,363100012160480.0,1.0,1.0
137,363100012156152.0,1.0,1.0
138,363100012160663.0,1.0,1.0
139,363100012163184.0,1.0,1.0
140,363100012162118.0,1.0,1.0
141,363100012157805.0,1.0,1.0
142,363100012164151.0,1.0,1.0
143,363100012155342.0,1.0,1.0
144,363100012161084.0,1.0,1.0
145,363100012157639.0,1.0,1.0
146,363100012167440.0,1.0,1.0
147,363100012165973.0,1.0,1.0
148,363100012166548.0,1.0,1.0
149,363100012160272.0,1.0,1.0
150,363100012163057.0,1.0,1.0
151,363100012153123.0,1.0,1.0
152,363100012162068.0,1.0,1.0
153,363100012162500.0,1.0,1.0
154,363100012162889.0,1.0,1.0
155,363100012162002.0,1.0,1.0
156,363100012165376.0,1.0,1.0
157,363100012161766.0,1.0,1.0
158,363100012163348.0,1.0,1.0
159,363100012164083.0,1.0,1.2857142857142856
160,363100012236289.0,1.0,1.0
161,363100012236937.0,1.0,1.0
162,363100012122126.0,1.3333333333333333,1.2857142857142856
163,363100012158925.0,1.0,1.0
164,363100012165201.0,1.0,1.0
165,363100012147154.0,1.0,1.0
166,363100012145175.0,1.0,1.0
167,363100012154113.0,1.0,1.0
168,363100012163918.0,1.0,1.0
169,363100012159406.0,1.0,1.0
170,363100012236821.0,1.3333333333333333,1.2857142857142856
171,363100012163378.0,1.0,1.0
172,363100012236602.0,1.0,1.0
173,363100012161671.0,1.0,1.0
174,363100012155092.0,1.0,1.0
175,363100012154498.0,1.0,1.0
176,363100012121854.0,1.0,1.0
177,363100012114922.0,1.0,1.0
178,363100012120520.0,1.0,1.0
179,363100012118480.0,1.0,1.2857142857142856
180,363100012109340.0,1.0,1.0
181,363100012125385.0,1.0,1.0
182,363100012142699.0,1.0,1.0
183,363100012160465.0,1.0,1.0
184,363100012158293.0,1.0,1.0
185,363100012250663.0,1.0,1.0
186,363100012063505.0,1.0,1.0
187,363100012132067.0,1.0,1.0
188,363100012152781.0,1.0,1.0
189,363100012156111.0,1.0,1.0
190,363100012236722.0,1.0,1.0
191,363100012237010.0,1.0,1.0
192,363100012237252.0,1.0,1.0
193,363100012121398.0,1.0,1.0
194,363100012130219.0,1.0,1.0
195,363100012115258.0,1.0,1.0
196,363100012075482.0,1.0,1.0
197,363100012145875.0,1.0,1.0
198,363100012134486.0,1.0,1.0
199,363100012126772.0,1.0,1.0
200,363100012067569.0,1.0,1.0
201,363100012123498.0,1.0,1.0
202,363100012078068.0,1.0,1.0
203,363100012099964.0,1.0,1.0
204,363100012112263.0,1.0,1.0
205,363100012073733.0,1.0,1.0
206,363100012066166.0,1.0,1.0
207,363100012121324.0,1.0,1.0
208,363100012076685.0,1.0,1.0
209,363100012110029.0,1.0,1.0
210,363100012070638.0,1.0,1.0
211,363100012126912.0,1.0,1.0
212,363100012084752.0,1.0,1.0
213,363100012153583.0,1.0,1.1428571428571428
214,363100012233570.0,1.0,1.0
215,363100012074769.0,1.0,1.0
216,363100012081013.0,1.0,1.0
217,363100012124335.0,1.0,1.0
218,363100012112665.0,1.0,1.0
219,363100012236956.0,1.0,1.0
220,363100012097902.0,1.0,1.0
221,363100012236586.0,1.0,1.0
222,363100012240319.0,1.0,1.1428571428571428
223,363100012241375.0,1.0,1.0
224,363100012241500.0,1.0,1.0
225,363100012061522.0,1.0,1.0
226,363100012092894.0,1.0,1.0
227,363100012129936.0,1.0,1.0
228,363100012147141.0,1.0,1.0
229,363100012071913.0,1.0,1.0
230,363100012122972.0,1.0,1.0
231,363100012076300.0,1.0,1.0
232,363100012062369.0,1.0,1.0
233,363100012092072.0,1.0,1.0
234,363100012116876.0,1.0,1.0
235,363100012152294.0,1.0,1.0
236,363100012162612.0,1.0,1.0
237,363100012166996.0,1.0,1.0
238,363100012162672.0,1.0,1.0
239,363100012160342.0,1.0,1.0
240,363100012164527.0,1.0,1.0
241,363100012164104.0,1.0,1.0
242,363100012158524.0,1.0,1.0
243,363100012163816.0,1.0,1.0
244,363100012077856.0,1.0,1.0
245,363100012147144.0,1.0,1.0
246,363100012159773.0,1.0,1.0
247,363100012157449.0,1.0,1.0
248,363100012165320.0,1.0,1.0
249,363100012151829.0,1.0,1.0
250,363100012159876.0,1.0,1.0
251,363100012064394.0,1.0,1.0
252,363100012163324.0,1.0,1.0
253,363100012162644.0,1.0,1.0
254,363100012159369.0,1.0,1.0
255,363100012157016.0,1.0,1.0
256,363100012159544.0,1.0,1.0
257,363100012089493.0,1.0,1.0
258,363100012163290.0,1.0,1.0
259,363100012163225.0,1.0,1.0
260,363100012070074.0,1.0,1.0
261,363100012075722.0,1.0,1.0
262,363100012100468.0,1.0,1.0
263,363100012116323.0,1.0,1.0
264,363100012236550.0,1.0,1.0
265,363100012120584.0,1.0,1.0
266,363100012236024.0,1.0,1.0
267,363100012237104.0,1.0,1.0
268,363100012065514.0,1.0,1.0
269,363100012074482.0,1.0,1.0
270,363100012160250.0,1.0,1.0
271,363100012087582.0,1.0,1.0
272,363100012152861.0,1.0,1.0
273,363100012158190.0,1.0,1.0
274,363100012158649.0,1.0,1.0
275,363100012135650.0,1.0,1.0
276,363100012069027.0,1.0,1.0
277,363100012083214.0,1.0,1.0
278,363100012084305.0,1.0,1.0
279,363100012075206.0,1.0,1.0
280,363100012131211.0,1.0,1.0
281,363100012149589.0,1.0,1.0
282,363100012120088.0,1.0,1.0
283,363100012091160.0,1.0,1.0
284,363100012146431.0,1.0,1.0
285,363100012066132.0,1.0,1.0
286,363100012094741.0,1.0,1.0
287,363100012119271.0,1.0,1.0
288,363100012063386.0,1.0,1.0
289,363100012112474.0,1.0,1.0
290,363100012085895.0,1.0,1.0
291,363100012136474.0,1.0,1.0
292,363100012162879.0,1.0,1.0
293,363100012132375.0,1.0,1.0
294,363100012157719.0,1.0,1.0
295,363100012152811.0,1.0,1.0
296,363100012155897.0,1.0,1.0
297,363100012089490.0,1.0,1.0
298,363100012070785.0,1.0,1.0
299,363100012158994.0,1.0,1.0
300,363100012130460.0,1.0,1.0
301,363100012120005.0,1.0,1.0
302,363100012236913.0,1.0,1.0
303,363100012087784.0,1.0,1.0
304,363100012106168.0,1.0,1.0
305,363100012233652.0,1.0,1.0
306,363100012163391.0,1.0,1.0
307,363100012162382.0,1.0,1.0
308,363100012159238.0,1.0,1.0
309,363100012160653.0,1.0,1.0
310,363100012164053.0,1.0,1.0
311,363100012236542.0,1.0,1.0
312,363100012152923.0,1.0,1.0
313,363100012162966.0,1.0,1.0
314,363100012155970.0,1.0,1.0
315,363100012160928.0,1.0,1.0
316,363100012160081.0,1.0,1.0
317,363100012156468.0,1.0,1.0
318,363100012166856.0,1.0,1.0
319,363100012153768.0,1.0,1.0
320,363100012165481.0,1.0,1.0
321,363100012160771.0,1.0,1.0
322,363100012233445.0,1.0,1.0
323,363100012166790.0,1.0,1.0
324,363100012157603.0,1.0,1.0
325,363100012156405.0,1.0,1.0
326,363100012161638.0,1.0,1.0
327,363100012152955.0,1.0,1.0
328,363100012162586.0,1.0,1.0
329,363100012161320.0,1.0,1.0
330,363100012163849.0,1.0,1.0
331,363100012237283.0,1.0,1.0
332,363100012152425.0,1.0,1.0
333,363100012163223.0,1.0,1.0
334,363100012154253.0,1.0,1.0
335,363100012160957.0,1.0,1.0
336,363100012155680.0,1.0,1.0
337,363100012153142.0,1.0,1.0
338,363100012153516.0,1.0,1.0
339,363100012153720.0,1.0,1.0
340,363100012157741.0,1.0,1.0
341,363100012153645.0,1.0,1.0
342,363100012066558.0,1.0,1.0
343,363100012089455.0,1.0,1.0
344,363100012132048.0,1.0,1.0
345,363100012092303.0,1.0,1.0
346,363100012127457.0,1.0,1.0
347,363100012103667.0,1.0,1.0
348,363100012107362.0,1.0,1.0
349,363100012104173.0,1.0,1.0
350,363100012087795.0,1.0,1.0
351,363100012077177.0,1.0,1.0
352,363100012153561.0,1.0,1.1428571428571428
353,363100012153680.0,1.0,1.0
354,363100012163169.0,1.0,1.0
355,363100012140949.0,1.0,1.0
356,363100012156871.0,1.0,1.0
357,363100012127889.0,1.0,1.0
358,363100012153708.0,1.0,1.0
359,363100012101318.0,1.0,1.0
360,363100012119238.0,1.0,1.0
361,363100012100061.0,1.0,1.0
362,363100012081261.0,1.0,1.0
363,363100012112062.0,1.0,1.0
364,363100012108076.0,1.0,1.0
365,363100012122650.0,1.0,1.0
366,363100012084765.0,1.6666666666666665,1.2857142857142856
367,363100012136004.0,1.6666666666666665,1.2857142857142856
368,363100012152816.0,1.0,1.2857142857142856
369,363100012155564.0,1.0,1.0
370,363100012157257.0,1.0,1.0
371,363100012165661.0,1.0,1.0
372,363100012156804.0,1.0,1.0
373,363100012159022.0,1.0,1.0
374,363100012161823.0,1.0,1.0
375,363100012164377.0,1.0,1.0
376,363100012158375.0,1.0,1.0
377,363100012162718.0,1.0,1.0
378,363100012167383.0,1.0,1.0
379,363100012166642.0,1.0,1.0
380,363100012153839.0,1.0,1.0
381,363100012162203.0,1.0,1.0
382,363100012152963.0,1.0,1.0
383,363100012156496.0,1.0,1.0
384,363100012166155.0,1.0,1.0
385,363100012153749.0,1.0,1.0
386,363100012160613.0,1.0,1.0
387,363100012161811.0,1.0,1.0
388,363100012156428.0,1.0,1.0
389,363100012077027.0,1.0,1.0
390,363100012163188.0,1.0,1.0
391,363100012161834.0,1.0,1.0
392,363100012160494.0,1.0,1.0
393,363100012152808.0,1.0,1.0
394,363100012157097.0,1.0,1.0
395,363100012156254.0,1.0,1.0
396,363100012164386.0,1.0,1.0
397,363100012156175.0,1.0,1.0
398,363100012166853.0,1.0,1.0
399,363100012163352.0,1.0,1.0
400,363100012163645.0,1.0,1.0
401,363100012158471.0,1.0,1.0
402,363100012156646.0,1.0,1.0
403,363100012156489.0,1.0,1.0
404,363100012167312.0,1.0,1.0
405,363100012157214.0,1.0,1.0
406,363100012167118.0,1.0,1.0
407,363100012154338.0,1.0,1.1428571428571428
408,363100012161364.0,1.0,1.1428571428571428
409,363100012162548.0,1.0,1.1428571428571428
410,363100012150820.0,1.0,1.0
411,363100012158348.0,1.0,1.0
412,363100012237011.0,1.3333333333333333,1.1428571428571428
413,363100012157565.0,1.0,1.0
414,363100012098831.0,1.0,1.0
415,363100012092717.0,1.0,1.0
416,363100012098330.0,1.3333333333333333,1.2857142857142856
417,363100012103872.0,1.0,1.0
418,363100012126736.0,1.0,1.2857142857142856
419,363100012117197.0,1.6666666666666665,1.4285714285714286
420,363100012240900.0,1.0,1.0
421,363100012240901.0,1.0,1.0
422,363100012161099.0,1.0,1.0
423,363100012124301.0,1.0,1.0
424,363100012165710.0,1.0,1.0
425,363100012162940.0,1.0,1.0
426,363100012091109.0,1.0,1.0
427,363100012163504.0,1.0,1.0
428,363100012160004.0,1.0,1.0
429,363100012067125.0,1.0,1.0
430,363100012153295.0,1.0,1.0
431,363100012101441.0,1.0,1.0
432,363100012096510.0,1.0,1.0
433,363100012162416.0,1.0,1.0
434,363100012077887.0,1.0,1.0
435,363100012156144.0,1.0,1.0
436,363100012160141.0,1.0,1.0
437,363100012163182.0,1.0,1.0
438,363100012163071.0,1.0,1.0
439,363100012084997.0,1.0,1.0
440,363100012080389.0,1.0,1.0
441,363100012233478.0,1.0,1.0
442,363100012233469.0,1.0,1.0
443,363100012233551.0,1.0,1.0
444,363100012166151.0,1.0,1.0
445,363100012159159.0,1.0,1.0
446,363100012166606.0,1.0,1.0
447,363100012155838.0,1.0,1.0
448,363100012114939.0,1.0,1.0
449,363100012120932.0,1.0,1.0
450,363100012123212.0,1.0,1.0
451,363100012089594.0,1.0,1.0
452,363100012141878.0,1.0,1.0
453,363100012084237.0,1.0,1.0
454,363100012129113.0,1.0,1.0
455,363100012236737.0,1.0,1.0
456,363100012157178.0,1.0,1.0
457,363100012167072.0,1.0,1.0
458,363100012158627.0,1.0,1.0
459,363100012166094.0,1.0,1.0
460,363100012162003.0,1.0,1.0
461,363100012068776.0,1.0,1.0
462,363100012130490.0,1.0,1.0
463,363100012153910.0,1.0,1.0
464,363100012085154.0,1.0,1.0
465,363100012077864.0,1.0,1.0
466,363100012123127.0,1.0,1.0
467,363100012098791.0,1.0,1.0
468,363100012160167.0,1.0,1.0
469,363100012155456.0,1.0,1.0
470,363100012159021.0,1.0,1.0
471,363100012157289.0,1.0,1.0
472,363100012166581.0,1.0,1.0
473,363100012163596.0,1.0,1.0
474,363100012158513.0,1.0,1.0
475,363100012166892.0,1.0,1.0
476,363100012152882.0,1.0,1.0
477,363100012153353.0,1.0,1.0
478,363100012153624.0,1.0,1.0
479,363100012163109.0,1.0,1.0
480,363100012166261.0,1.0,1.0
481,363100012167038.0,1.0,1.0
482,363100012147206.0,1.0,1.0
483,363100012156445.0,1.0,1.0
484,363100012157172.0,1.0,1.0
485,363100012163481.0,1.0,1.0
486,363100012165907.0,1.0,1.0
487,363100012153075.0,1.0,1.0
488,363100012101798.0,1.0,1.0
489,363100012161052.0,1.0,1.0
490,363100012160610.0,1.0,1.0
491,363100012153429.0,1.0,1.0
492,363100012155689.0,1.0,1.0
493,363100012233506.0,1.0,1.0
494,363100012107257.0,1.0,1.0
495,363100012085630.0,1.0,1.0
496,363100012083726.0,1.0,1.0
497,363100012068568.0,1.0,1.0
498,363100012113158.0,1.0,1.0
499,363100012150739.0,1.0,1.0
500,363100012080098.0,1.0,1.0
501,363100012121409.0,1.0,1.0
502,363100012084849.0,1.0,1.0
503,363100012237323.0,1.0,1.0
504,363100012236215.0,1.0,1.0
505,363100012068978.0,1.0,1.0
506,363100012152617.0,1.0,1.0
507,363100012160095.0,1.0,1.0
508,363100012164757.0,1.0,1.0
509,363100012157184.0,1.0,1.0
510,363100012163976.0,1.0,1.0
511,363100012158315.0,1.0,1.0
512,363100012166300.0,1.0,1.0
513,363100012162011.0,1.0,1.0
514,363100012152645.0,1.0,1.0
515,363100012162844.0,1.0,1.0
516,363100012158211.0,1.0,1.0
517,363100012152840.0,1.0,1.0
518,363100012156962.0,1.0,1.0
519,363100012163292.0,1.0,1.0
520,363100012157706.0,1.0,1.0
521,363100012155694.0,1.0,1.0
522,363100012153601.0,1.0,1.0
523,363100012159504.0,1.0,1.0
524,363100012163563.0,1.0,1.0
525,363100012158810.0,1.0,1.0
526,363100012165312.0,1.0,1.0
527,363100012164138.0,1.0,1.0
528,363100012076067.0,1.0,1.0
529,363100012068800.0,1.0,1.0
530,363100012142606.0,1.0,1.0
531,363100012233503.0,1.0,1.0
532,363100012078013.0,1.0,1.0
533,363100012091725.0,1.0,1.0
534,363100012113547.0,1.0,1.0
535,363100012084231.0,1.0,1.0
536,363100012083537.0,1.0,1.0
537,363100012099781.0,1.0,1.0
538,363100012090074.0,1.0,1.0
539,363100012070140.0,1.0,1.0
540,363100012070912.0,1.0,1.0
541,363100012165743.0,1.0,1.0
542,363100012236516.0,1.0,1.0
543,363100012157793.0,1.0,1.0
544,363100012235997.0,1.0,1.0
545,363100012236173.0,1.0,1.0
546,363100012158540.0,1.0,1.0
547,363100012164594.0,1.0,1.0
548,363100012152897.0,1.0,1.0
549,363100012162589.0,1.0,1.0
550,363100012159603.0,1.0,1.0
551,363100012158256.0,1.0,1.0
552,363100012161308.0,1.0,1.0
553,363100012156587.0,1.0,1.0
554,363100012156048.0,1.0,1.0
555,363100012161579.0,1.0,1.0
556,363100012237526.0,1.0,1.0
557,363100012240279.0,1.0,1.0
558,363100012240318.0,1.0,1.0
559,363100012241006.0,1.0,1.0
560,363100012094272.0,1.0,1.0
561,363100012074671.0,1.0,1.0
562,363100012113463.0,1.0,1.0
563,363100012110028.0,1.0,1.0
564,363100012122445.0,1.0,1.0
565,363100012123328.0,1.0,1.0
566,363100012098180.0,1.0,1.0
567,363100012088081.0,1.0,1.0
568,363100012088873.0,1.0,1.0
569,363100012131601.0,1.0,1.0
570,363100012133198.0,1.0,1.0
571,363100012081369.0,1.0,1.0
572,363100012093680.0,1.0,1.0
573,363100012070168.0,1.0,1.0
574,363100012125852.0,1.0,1.0
575,363100012084510.0,1.0,1.0
576,363100012079290.0,1.0,1.0
577,363100012143471.0,1.0,1.0
578,363100012068510.0,1.0,1.0
579,363100012135325.0,1.0,1.0
580,363100012064549.0,1.0,1.0
581,363100012086955.0,1.0,1.0
582,363100012097742.0,1.0,1.0
583,363100012138546.0,1.0,1.0
584,363100012141876.0,1.0,1.0
585,363100012148898.0,1.0,1.0
586,363100012066447.0,1.0,1.0
587,363100012131433.0,1.0,1.0
588,363100012137582.0,1.0,1.0
589,363100012076340.0,1.0,1.0
590,363100012064037.0,1.0,1.0
591,363100012137198.0,1.0,1.0
592,363100012063468.0,1.0,1.0
593,363100012156889.0,1.0,1.0
594,363100012083563.0,1.0,1.0
595,363100012152496.0,1.0,1.0
596,363100012090486.0,1.0,1.0
597,363100012160601.0,1.0,1.0
598,363100012068295.0,1.0,1.0
599,363100012154202.0,1.0,1.0
600,363100012092490.0,1.0,1.0
601,363100012158236.0,1.0,1.0
602,363100012106328.0,1.0,1.0
603,363100012158886.0,1.0,1.0
604,363100012086336.0,1.0,1.0
605,363100012166557.0,1.0,1.0
606,363100012115312.0,1.0,1.0
607,363100012152778.0,1.0,1.0
608,363100012144373.0,1.0,1.0
609,363100012161704.0,1.0,1.0
610,363100012118119.0,1.0,1.0
611,363100012159139.0,1.0,1.0
612,363100012130246.0,1.0,1.0
613,363100012088363.0,1.0,1.0
614,363100012090461.0,1.0,1.0
615,363100012100364.0,1.0,1.0
616,363100012146383.0,1.0,1.0
617,363100012145159.0,1.0,1.0
618,363100012156355.0,1.0,1.0
619,363100012166422.0,1.0,1.0
620,363100012152682.0,1.0,1.0
621,363100012135740.0,1.0,1.0
622,363100012154617.0,1.0,1.0
623,363100012085060.0,1.0,1.0
624,363100012094518.0,1.0,1.0
625,363100012145863.0,1.0,1.0
626,363100012138929.0,1.0,1.0
627,363100012106618.0,1.0,1.0
628,363100012122461.0,1.0,1.0
629,363100012143244.0,1.0,1.0
630,363100012099249.0,1.0,1.0
631,363100012076908.0,1.0,1.0
632,363100012133358.0,1.0,1.0
633,363100012086773.0,1.0,1.0
634,363100012069443.0,1.3333333333333333,1.4285714285714286
635,363100012097774.0,1.0,1.1428571428571428
636,363100012236677.0,1.0,1.0
637,363100012240255.0,1.0,1.1428571428571428
638,363100012240377.0,1.0,1.0
639,363100012240378.0,1.0,1.0
640,363100012240379.0,1.0,1.0
641,363100012157112.0,1.0,1.0
642,363100012242645.0,1.0,1.0
643,363100012242646.0,1.0,1.0
644,363100012242647.0,1.0,1.0
645,363100012240380.0,1.0,1.0
646,363100012142363.0,1.3333333333333333,1.1428571428571428
647,363100012233553.0,1.0,1.2857142857142856
648,363100012240691.0,1.3333333333333333,1.1428571428571428
649,363100012241534.0,1.0,1.1428571428571428
650,363100012242968.0,1.0,1.1428571428571428
651,363100012245518.0,1.0,1.1428571428571428
652,363100012245519.0,1.0,1.1428571428571428
653,363100012245520.0,1.0,1.1428571428571428
654,363100012245523.0,1.0,1.1428571428571428
655,363100012245522.0,1.0,1.1428571428571428
656,363100012245521.0,1.0,1.1428571428571428
657,363100012245524.0,1.0,1.1428571428571428
658,363100012245534.0,1.3333333333333333,1.1428571428571428
659,363100012065386.0,1.0,1.0
660,363100012062552.0,1.0,1.0
661,363100012068521.0,1.0,1.0
662,363100012096496.0,1.0,1.0
663,363100012108935.0,1.0,1.0
664,363100012093263.0,1.0,1.0
665,363100012138431.0,1.0,1.0
666,363100012076498.0,1.0,1.0
667,363100012154913.0,1.0,1.0
668,363100012154068.0,1.0,1.0
669,363100012068957.0,1.0,1.0
670,363100012148086.0,1.0,1.0
671,363100012091211.0,1.0,1.0
672,363100012148195.0,1.0,1.0
673,363100012133204.0,1.0,1.0
674,363100012067320.0,1.0,1.0
675,363100012147863.0,1.0,1.0
676,363100012070259.0,1.0,1.0
677,363100012135592.0,1.0,1.0
678,363100012144008.0,1.0,1.0
679,363100012140570.0,1.0,1.0
680,363100012165908.0,1.0,1.0
681,363100012162018.0,1.0,1.0
682,363100012159495.0,1.0,1.0
683,363100012157334.0,1.0,1.0
684,363100012153304.0,1.0,1.0
685,363100012164609.0,1.0,1.0
686,363100012161637.0,1.0,1.0
687,363100012158112.0,1.0,1.0
688,363100012155615.0,1.0,1.0
689,363100012158113.0,1.0,1.0
690,363100012124452.0,1.0,1.0
691,363100012162160.0,1.0,1.0
692,363100012092373.0,1.0,1.0
693,363100012106082.0,1.0,1.0
694,363100012101116.0,1.0,1.0
695,363100012154226.0,1.0,1.2857142857142856
696,363100012161559.0,1.0,1.0
697,363100012166482.0,1.0,1.0
698,363100012166113.0,1.0,1.0
699,363100012153828.0,1.0,1.0
700,363100012163251.0,1.0,1.0
701,363100012237317.0,1.0,1.0
702,363100012153635.0,1.0,1.0
703,363100012113535.0,1.0,1.0
704,363100012147212.0,1.0,1.0
705,363100012076019.0,1.0,1.0
706,363100012115036.0,1.0,1.0
707,363100012138352.0,1.0,1.0
708,363100012068855.0,1.0,1.0
709,363100012124008.0,1.0,1.0
710,363100012149284.0,1.0,1.0
711,363100012061601.0,1.0,1.0
712,363100012117093.0,1.0,1.0
713,363100012165173.0,1.0,1.0
714,363100012153092.0,1.0,1.0
715,363100012155375.0,1.0,1.0
716,363100012160848.0,1.0,1.0
717,363100012166893.0,1.0,1.0
718,363100012158254.0,1.0,1.1428571428571428
719,363100012165706.0,1.0,1.0
720,363100012167044.0,1.0,1.0
721,363100012161753.0,1.0,1.0
722,363100012237007.0,1.0,1.0
723,363100012166455.0,1.0,1.0
724,363100012163746.0,1.0,1.0
725,363100012107063.0,1.0,1.0
726,363100012157317.0,1.0,1.0
727,363100012158586.0,1.0,1.0
728,363100012157499.0,1.0,1.0
729,363100012157385.0,1.0,1.0
730,363100012162884.0,1.0,1.1428571428571428
731,363100012163568.0,1.0,1.0
732,363100012165918.0,1.0,1.0
733,363100012157711.0,1.0,1.0
734,363100012162896.0,1.0,1.0
735,363100012118749.0,1.0,1.0
