STT_NAAM,AUTO,WKT_LAT_LNG,number
Nassauplein,plus,"52.384686 4.881397,52.38478 4.881491,52.38497 4.881544",239
Meibergdreef,plus,"52.295162 4.951112,52.295032 4.951226",240
Westerdoksdijk,plus,"52.3854470 4.8932650,52.3866320 4.8927250",241
Holterbergweg,plus,"52.312007 4.936777,52.311917 4.936866",242
Hobbemakade,plus,"52.349727 4.885071,52.349808 4.885261,52.349854 4.885451,52.349864 4.885671,52.349847 4.885921",243
Holterbergweg,plus,"52.312614 4.935964,52.31257 4.936009,52.312319 4.936231,52.311925 4.936573",244
Meibergdreef,plus,"52.295223 4.951306,52.295102 4.951419",245
Hobbemakade,plus,"52.353408 4.886362,52.353579 4.886407,52.354028 4.886416",246
Westerdoksdijk,plus,"52.3834380 4.8930860,52.3838230 4.8929400,52.3840350 4.8929390,52.3841740 4.8929480,52.3843230 4.8930050",247
Holterbergweg,plus,"52.303905 4.943363,52.303786 4.943467",248
Diepenbrockstraat,plus,"52.345115 4.88276,52.344972 4.882952,52.344874 4.88313,52.344785 4.883307,52.344714 4.883498,52.344652 4.883734,52.344617 4.883954,52.344582 4.884278,52.344557 4.884601,52.34454 4.884938",249
Liergouw,hoofd,"52.38252 4.970401,52.382511 4.970416,52.382484 4.970431,52.382458 4.97046,52.38244 4.970505,52.382424 4.970591",250
Diepenbrockstraat,plus,"52.347179 4.879948,52.346643 4.880703",251
Holterbergweg,plus,"52.303786 4.943467,52.303014 4.94419,52.302777 4.94438,52.302634 4.944474,52.302428 4.944581,52.302036 4.944865",252
Holterbergweg,plus,"52.311925 4.936573,52.311835 4.936647",253
Holterbergweg,plus,"52.303832 4.943641,52.303197 4.944241,52.302769 4.944551,52.302538 4.944714,52.302133 4.944986",254
Westerdoksdijk,plus,"52.3880790 4.8921150,52.3886890 4.8917840",255
Hobbemakade,plus,"52.349847 4.885921,52.350692 4.885999,52.351429 4.886005",256
Holterbergweg,plus,"52.305471 4.941957,52.303905 4.943363",257
Meibergdreef,plus,"52.293718 4.948047,52.294209 4.949087,52.294475 4.949706,52.294774 4.950477,52.295032 4.951226",258
Liergouw,hoofd,"52.382683 4.970708,52.382692 4.970634,52.382692 4.970605,52.382683 4.970561",259
Hobbemakade,plus,"52.355699 4.88628,52.354612 4.886395",260
Diepenbrockstraat,plus,"52.34454 4.884938,52.344496 4.885071,52.344447 4.886231,52.344436 4.886423",261
Holterbergweg,plus,"52.303956 4.943531,52.303832 4.943641",262
Holterbergweg,plus,"52.312633 4.936199,52.312383 4.936436,52.312007 4.936777",263
Westerdoksdijk,plus,"52.3866320 4.8927250,52.3877330 4.8922510,52.3880790 4.8921150",264
Westerdoksdijk,plus,"52.3843230 4.8930050,52.3849990 4.8932510,52.3851780 4.8932760,52.3854470 4.8932650",265
Nassauplein,plus,"52.385125 4.881326,52.385266 4.88132,52.385594 4.881413,52.385819 4.881493,52.385883 4.881589,52.385889 4.881658",266
Hobbemakade,plus,"52.358738 4.886349,52.359682 4.886426,52.359817 4.886469,52.36015 4.886759",267
Holterbergweg,plus,"52.308402 4.940102,52.308203 4.940286",268
Holterbergweg,plus,"52.311917 4.936866,52.311406 4.937326,52.3106 4.938067,52.310547 4.938126",269
Hobbemakade,plus,"52.357614 4.886259,52.358738 4.886349",270
Holterbergweg,plus,"52.308235 4.939924,52.30814 4.940002",271
Nassauplein,plus,"52.385005 4.881367,52.385125 4.881326",272
Liergouw,hoofd,"52.382558 4.970841,52.382621 4.970811,52.382638 4.970782,52.382665 4.970752,52.382683 4.970708",273
Meibergdreef,plus,"52.293707 4.947685,52.293824 4.947937",274
Diepenbrockstraat,plus,"52.346643 4.880703,52.346328 4.881132",275
Meibergdreef,plus,"52.295162 4.951112,52.295223 4.951306",276
Holterbergweg,plus,"52.305514 4.942092,52.303956 4.943531",277
Holterbergweg,plus,"52.310457 4.938215,52.310403 4.938289,52.308402 4.940102",278
Westerdoksdijk,plus,"52.3886890 4.8917840,52.3892300 4.8915820,52.3893740 4.8915100,52.3894870 4.8913580",279
Diepenbrockstraat,plus,"52.34454 4.884938,52.344568 4.885125,52.344501 4.886433",280
Holterbergweg,plus,"52.30814 4.940002,52.307396 4.940618,52.30678 4.940878,52.306507 4.941035,52.305471 4.941957",281
Holterbergweg,plus,"52.310384 4.937996,52.310331 4.938084,52.308235 4.939924",282
Hobbemakade,plus,"52.352165 4.886065,52.352309 4.886095",283
Meibergdreef,plus,"52.293824 4.947937,52.294229 4.948824,52.294567 4.949548,52.294779 4.95003,52.295162 4.951112",284
Meibergdreef,plus,"52.293606 4.947787,52.293718 4.948047",285
Holterbergweg,plus,"52.308203 4.940286,52.308007 4.940466,52.307702 4.940681,52.307308 4.940836,52.306805 4.941044,52.306543 4.941191,52.305993 4.941654,52.305514 4.942092",286
Diepenbrockstraat,plus,"52.345839 4.881783,52.345767 4.881872",287
Holterbergweg,plus,"52.311334 4.937106,52.310465 4.937922",288
Diepenbrockstraat,plus,"52.346328 4.881132,52.345839 4.881783",289
Holterbergweg,plus,"52.311835 4.936647,52.311334 4.937106",290
Meibergdreef,plus,"52.295032 4.951226,52.295102 4.951419",291
Overdiemerweg,plus,"52.34037 5.014048,52.340914 5.014611,52.341214 5.014899,52.341341 5.014989,52.342247 5.015574,52.343169 5.016189,52.344032 5.016749,52.344304 5.016907,52.344473 5.016983,52.344652 5.017033,52.344839 5.017048,52.344993 5.017035,52.345104 5.017005,52.345227 5.016957,52.345376 5.016886,52.345658 5.01668,52.345924 5.016467,52.347443 5.015205",292
Diepenbrockstraat,plus,"52.345767 4.881872,52.345571 4.882124,52.345115 4.88276",293
Hobbemakade,plus,"52.357614 4.886259,52.356876 4.886208,52.356661 4.886211,52.355699 4.88628",294
Nassauplein,plus,"52.385063 4.88161,52.385477 4.881572,52.385706 4.881631,52.385889 4.881658",295
Nassauplein,plus,"52.385005 4.881367,52.384686 4.881397",296
Hobbemakade,plus,"52.352309 4.886095,52.352382 4.886112,52.352859 4.886136,52.352976 4.886164,52.353147 4.886236,52.353408 4.886362",297
De Boelelaan,plus,"52.334704 4.88446,52.334707 4.884785",298
De Boelelaan,plus,"52.335018 4.865195,52.33502 4.86766",299
IJburglaan,plus,"52.359341 4.987317,52.35953 4.987155,52.35964 4.987009,52.360768 4.98486",300
IJburglaan,plus,"52.352931 4.999789,52.351776 5.00195",301
Piet Heinkade,plus,"52.3766920 4.9184040,52.3769740 4.9163070",302
IJburglaan,plus,"52.36651 4.974364,52.366386 4.974599",303
Wielingenstraat,plus,"52.344501 4.886433,52.34446 4.887308",304
De Boelelaan,plus,"52.335001 4.875715,52.334992 4.875847,52.335016 4.87749",305
IJburglaan,plus,"52.357658 4.990869,52.358832 4.988669",306
IJburglaan,plus,"52.363083 4.9807,52.366386 4.974599",307
IJburglaan,plus,"52.368393 4.970812,52.368304 4.97099",308
Piet Heinkade,plus,"52.375886 4.924707,52.375577 4.926577,52.375393 4.927648,52.375243 4.928416,52.375093 4.929017",309
De Boelelaan,plus,"52.335007 4.868937,52.334997 4.869688",310
Cornelis Douwesweg,plus,"52.4137170 4.8785700,52.4140560 4.8778760,52.4141180 4.8777130,52.4142240 4.8774180,52.4143140 4.8772410,52.4145360 4.8767680,52.4151870 4.8754370,52.4154370 4.8750670,52.4156250 4.8748740,52.4158660 4.8747090,52.4159740 4.8746490,52.4160640 4.8746190",311
Piet Heinkade,plus,"52.375044 4.928976,52.374825 4.929604,52.374559 4.930303,52.374314 4.930932,52.374022 4.931572,52.373766 4.93209,52.373473 4.932516,52.373054 4.933086,52.372818 4.933319,52.372526 4.93356,52.372406 4.933737",312
Cornelis Douwesweg,plus,"52.4097070 4.8863640,52.4097530 4.8862710,52.4098430 4.8861410,52.4099290 4.8860370,52.4100090 4.8859100,52.4113390 4.8830850,52.4115330 4.8826960,52.4121740 4.8812920,52.4125750 4.8804790,52.4132790 4.8790020",313
Wielingenstraat,plus,"52.34446 4.887308,52.344375 4.888847,52.344341 4.888947",314
De Boelelaan,plus,"52.335248 4.857444,52.335253 4.857686",315
Wethouder Frankeweg,hoofd,"52.351243 4.935822,52.352057 4.937193",316
IJburglaan,plus,"52.351776 5.00195,52.351009 5.003404,52.350963 5.003544,52.350948 5.003695,52.350955 5.003842,52.350971 5.003977,52.351379 5.00525",317
IJburglaan,plus,"52.356478 4.993085,52.357658 4.990869",318
De Boelelaan,plus,"52.334663 4.887031,52.334655 4.887295",319
Cornelis Douwesweg,plus,"52.4095670 4.8869070,52.4095230 4.8868630,52.4094890 4.8867990",320
IJburglaan,plus,"52.360808 4.984908,52.362455 4.981848,52.363083 4.9807",321
De Boelelaan,plus,"52.335016 4.87749,52.335039 4.878399,52.335058 4.878575",322
Piet Heinkade,plus,"52.3767790 4.9184490,52.3770580 4.9163310",323
De Boelelaan,plus,"52.334998 4.875034,52.335001 4.875715",324
De Boelelaan,plus,"52.334655 4.887295,52.334611 4.88753,52.33462 4.889775",325
Wielingenstraat,plus,"52.344261 4.890264,52.34428 4.890321,52.344314 4.890393,52.344417 4.890441,52.344466 4.890497",326
HAARLEMMERMEERCIRCUIT,plus,"52.350002 4.85749,52.349967 4.857725,52.349914 4.857887",327
Wethouder Frankeweg,hoofd,"52.350906 4.935248,52.351243 4.935822",328
De Boelelaan,plus,"52.335058 4.878575,52.335077 4.878766",329
Piet Heinkade,plus,"52.3763230 4.9216960,52.3767790 4.9184490",330
HAARLEMMERMEERCIRCUIT,plus,"52.349643 4.856923,52.349604 4.856937,52.349506 4.857026,52.349416 4.857203,52.349372 4.857336",331
IJburglaan,plus,"52.363043 4.980583,52.366265 4.97443",332
Diemerpolderweg,plus,"52.335698 4.994965,52.335704 4.995241,52.335633 4.995495,52.335594 4.995656,52.335354 4.996312,52.335182 4.996823,52.335013 4.997367,52.334907 4.997755,52.334858 4.997982,52.334825 4.998178,52.334799 4.99846,52.334798 4.998804,52.334829 4.999126",333
De Boelelaan,plus,"52.334992 4.871526,52.334995 4.872292",334
Cornelis Douwesweg,plus,"52.4133300 4.8784420,52.4133570 4.8784130,52.4133930 4.8783830,52.4134820 4.8783530,52.4135180 4.8783520,52.4135630 4.8783660,52.4135720 4.8783810",335
IJburglaan,plus,"52.360768 4.98486,52.361346 4.983756,52.362399 4.981774,52.363043 4.980583",336
De entree,hoofd,"52.310457 4.938215,52.31163 4.941679",337
IJburglaan,plus,"52.358832 4.988669,52.359488 4.987425",338
IJburglaan,plus,"52.351638 5.001752,52.350888 5.003178,52.350787 5.003435,52.350757 5.003597,52.350745 5.003773",339
Wielingenstraat,plus,"52.344386 4.887293,52.344305 4.888845,52.344341 4.888947",340
Cornelis Douwesweg,plus,"52.4160440 4.8743100,52.4161430 4.8742950",341
De Boelelaan,plus,"52.335253 4.857686,52.335234 4.86147,52.335191 4.861761",342
Diemerpolderweg,plus,"52.335272 5.002318,52.335273 5.002536,52.335287 5.003103,52.33528 5.003472,52.335266 5.00382,52.335171 5.004807",343
HAARLEMMERMEERCIRCUIT,plus,"52.349364 4.857615,52.349383 4.857747,52.349455 4.857878,52.349555 4.857994,52.349627 4.858008",344
IJburglaan,plus,"52.368275 4.970643,52.368201 4.970776",345
De Boelelaan,plus,"52.335046 4.861745,52.335023 4.862839",346
De Boelelaan,plus,"52.335023 4.862839,52.33502 4.864065",347
IJburglaan,plus,"52.352931 4.999789,52.354096 4.997586",348
IJburglaan,plus,"52.357519 4.99069,52.358562 4.988737,52.359162 4.987588,52.359279 4.98738,52.359341 4.987317",349
IJburglaan,plus,"52.371995 4.962468,52.371871 4.963012,52.371702 4.963675,52.371311 4.964809,52.371115 4.965251,52.370713 4.966033,52.369695 4.967922,52.368275 4.970643",350
De Boelelaan,plus,"52.335024 4.868687,52.335007 4.868937",351
De Boelelaan,plus,"52.3350230 4.8628390,52.3350970 4.8622520,52.3351910 4.8617610",352
Weteringweg,plus,"52.333395 4.983967,52.333442 4.984109,52.333496 4.984153,52.333559 4.984181,52.333757 4.984224,52.333919 4.984266,52.334027 4.984324,52.334108 4.984382,52.334189 4.984484,52.334306 4.984615,52.33436 4.984629",353
IJburglaan,plus,"52.372156 4.962305,52.372121 4.962466",354
IJburglaan,plus,"52.354096 4.997586,52.355291 4.995351",355
IJburglaan,plus,"52.351638 5.001752,52.352782 4.999567",356
IJburglaan,plus,"52.352782 4.999567,52.354875 4.995678,52.355147 4.995146",357
IJburglaan,plus,"52.357519 4.99069,52.355147 4.995146",358
Weteringweg,plus,"52.338027 4.989542,52.338405 4.990021",359
De Boelelaan,plus,"52.334997 4.869688,52.334986 4.870155,52.334987 4.870521",360
De Boelelaan,plus,"52.335077 4.878766,52.335123 4.879044,52.335152 4.879513,52.335163 4.879997,52.335147 4.880423,52.334809 4.88342",361
Diemerpolderweg,plus,"52.338405 4.990021,52.338023 4.990679,52.337844 4.990954,52.337709 4.991129,52.337382 4.99149,52.337099 4.991877,52.336902 4.992192,52.336792 4.992395,52.336608 4.992796,52.336403 4.993296,52.335698 4.994965",362
Piet Heinkade,plus,"52.376323 4.921696,52.375886 4.924707",363
IJburglaan,plus,"52.36637 4.97421,52.366265 4.97443",364
Cornelis Douwesweg,plus,"52.4097880 4.8864650,52.4098220 4.8863610,52.4099090 4.8862240,52.4100270 4.8861230,52.4101450 4.8859520,52.4116230 4.8827980,52.4122560 4.8814680,52.4134230 4.8791620",365
Diemerpolderweg,plus,"52.335698 4.994965,52.335581 4.995122,52.335259 4.996019,52.335033 4.996704,52.33473 4.997835,52.33467 4.998148,52.334637 4.998569,52.334673 4.999084,52.334722 4.99947,52.334807 4.999913,52.334891 5.00022,52.335052 5.000869,52.335133 5.001244,52.335241 5.001929,52.335272 5.002318",366
Cornelis Douwesweg,plus,"52.4135720 4.8783810,52.4139560 4.8775830,52.4140180 4.8774350,52.4140620 4.8773170,52.4148820 4.8755730,52.4150240 4.8752780,52.4151130 4.8751150,52.4151940 4.8749820,52.4152830 4.8748780,52.4153720 4.8747590,52.4154800 4.8746700,52.4155690 4.8745800,52.4157750 4.8744310,52.4158830 4.8743710,52.4160440 4.8743100",367
De Boelelaan,plus,"52.334707 4.884785,52.334663 4.887031",368
Cornelis Douwesweg,plus,"52.4094890 4.8867990,52.4094740 4.8867250,52.4094690 4.8866290,52.4094720 4.8865430,52.4094770 4.8865240",369
Cornelis Douwesweg,plus,"52.4132451 4.8786553,52.4132500 4.8786340,52.4132680 4.8785610,52.4132940 4.8785020,52.4133300 4.8784420",370
HAARLEMMERMEERCIRCUIT,plus,"52.349372 4.857336,52.349346 4.857424,52.349355 4.8576,52.349364 4.857615",371
De Boelelaan,plus,"52.33502 4.864065,52.335018 4.865195",372
De Boelelaan,plus,"52.335128 4.857421,52.335103 4.85767",373
Piet Heinkade,plus,"52.375806 4.92467,52.375262 4.927944,52.375044 4.928976",374
De Boelelaan,plus,"52.33502 4.86766,52.335024 4.868687",375
De Boelelaan,plus,"52.334719 4.889788,52.334721 4.890155",376
De Boelelaan,plus,"52.334655 4.887295,52.334718 4.887508,52.334724 4.888122,52.334719 4.889788",377
Weteringweg,plus,"52.33436 4.984629,52.334514 4.984892,52.334613 4.985052,52.335129 4.985943,52.335617 4.986804,52.335744 4.987037,52.335834 4.987139,52.335942 4.98727,52.336095 4.98743,52.336429 4.987706,52.336636 4.987851,52.336808 4.98807,52.337069 4.988434,52.337295 4.988696",378
Piet Heinkade,plus,"52.3773820 4.9127270,52.3774400 4.9119570",379
De Boelelaan,plus,"52.335103 4.85767,52.335046 4.861745",380
Cornelis Douwesweg,plus,"52.4067830 4.8922870,52.4070600 4.8919900,52.4073190 4.8915910,52.4081120 4.8899360,52.4093490 4.8873310,52.4094110 4.8870770,52.4094890 4.8867990",381
HAARLEMMERMEERCIRCUIT,plus,"52.349643 4.856923,52.349712 4.856906,52.349838 4.856978,52.349946 4.857124",382
De entree,hoofd,"52.310547 4.938126,52.311728 4.94159",383
IJburglaan,plus,"52.368201 4.970776,52.367608 4.971856,52.367299 4.972455,52.36637 4.97421",384
Cornelis Douwesweg,plus,"52.4097070 4.8863640,52.4097500 4.8864060,52.4097880 4.8864650",385
Hardwareweg,plus,"52.4134230 4.8791620,52.4133960 4.8791470,52.4133600 4.8791180,52.4133240 4.8790750,52.4132790 4.8790020",386
Wielingenstraat,plus,"52.344436 4.886423,52.344386 4.887293",387
Piet Heinkade,plus,"52.3770580 4.9163310,52.3771940 4.9151300,52.3772810 4.9142720,52.3773780 4.9131410,52.3773820 4.9127270",388
Hardwareweg,plus,"52.4132790 4.8790020,52.4132510 4.8788990,52.4132420 4.8788400,52.4132410 4.8786930,52.4132459 4.8786560",389
De Boelelaan,plus,"52.334809 4.88342,52.334704 4.88446",390
Cornelis Douwesweg,plus,"52.4095230 4.8864240,52.4095350 4.8864040,52.4095900 4.8863580,52.4096470 4.8863460,52.4097070 4.8863640",391
De Boelelaan,plus,"52.33462 4.889775,52.334622 4.890156",392
Diemerpolderweg,plus,"52.334829 4.999126,52.334882 4.999418,52.335081 5.000116,52.335281 5.00087,52.335379 5.001343,52.33547 5.001911,52.335519 5.002429,52.335533 5.003084,52.33551 5.003591,52.335459 5.004118,52.335366 5.00476",393
IJburglaan,plus,"52.368304 4.97099,52.367777 4.971964,52.367483 4.972539,52.36651 4.974364",394
Maasstraat,plus,"52.340538 4.897418,52.340651 4.897436",395
Cornelis Douwesweg,plus,"52.4069640 4.8925790,52.4070740 4.8924490,52.4071840 4.8922430,52.4073630 4.8918550,52.4082040 4.8900710,52.4093650 4.8876610,52.4094110 4.8875320,52.4094520 4.8873400,52.4094990 4.8870940,52.4095670 4.8869070",396
Cornelis Douwesweg,plus,"52.4094770 4.8865240,52.4094970 4.8864640,52.4095230 4.8864240",397
Piet Heinkade,plus,"52.375093 4.929017,52.374946 4.929484,52.374804 4.929886,52.374471 4.930725,52.37407 4.931659,52.373722 4.932326,52.373595 4.932553,52.373402 4.932833,52.3731 4.933219,52.372573 4.933709,52.372406 4.933737",398
Cornelis Douwesweg,plus,"52.4095670 4.8869070,52.4096080 4.8869310,52.4096970 4.8869240,52.4097430 4.8868840,52.4097790 4.8868260,52.4098060 4.8867610,52.4098200 4.8866890,52.4098200 4.8866050,52.4098040 4.8865100,52.4097880 4.8864650",399
HAARLEMMERMEERCIRCUIT,plus,"52.349914 4.857887,52.349824 4.857991,52.34969 4.858037,52.349627 4.858008",400
IJburglaan,plus,"52.355291 4.995351,52.356478 4.993085",401
HAARLEMMERMEERCIRCUIT,plus,"52.349946 4.857124,52.349983 4.857255,52.350002 4.85749",402
Piet Heinkade,plus,"52.376242 4.921662,52.375806 4.92467",403
IJburglaan,plus,"52.372121 4.962466,52.371846 4.963644,52.371651 4.96435,52.371437 4.96494,52.371304 4.965264,52.370884 4.96609,52.369849 4.968068,52.368393 4.970812",404
IJburglaan,plus,"52.372021 4.962291,52.371995 4.962468",405
IJburglaan,plus,"52.359488 4.987425,52.360808 4.984908",406
Cornelis Douwesweg,plus,"52.4160640 4.8746190,52.4161000 4.8746040,52.4161630 4.8745880",407
Weteringweg,plus,"52.337295 4.988696,52.338027 4.989542",408
Piet Heinkade,plus,"52.3769740 4.9163070,52.3770470 4.9157720,52.3771950 4.9144050,52.3773440 4.9129320,52.3773820 4.9127270",409
Weteringweg,plus,"52.333395 4.983967,52.333459 4.983977,52.333513 4.984035,52.333585 4.984079,52.333675 4.984092,52.333936 4.984149,52.334035 4.984207,52.334125 4.984279,52.334216 4.984381,52.334324 4.984512,52.33436 4.984629",410
Cornelis Douwesweg,plus,"52.4137010 4.8790110,52.4136560 4.8790850,52.4136210 4.8791300,52.4135760 4.8791600,52.4134950 4.8791900,52.4134770 4.8791900,52.4134320 4.8791760,52.4134230 4.8791620",411
De Boelelaan,plus,"52.334987 4.870521,52.334992 4.871526",412
Wielingenstraat,plus,"52.344341 4.888947,52.344322 4.889437,52.344261 4.890264",413
Hugo de Grootplein,plus,"52.37479 4.872981,52.374757 4.87303,52.374705 4.873055,52.374658 4.873063,52.374596 4.873042",414
Minervaplein,plus,"52.346715 4.872322,52.346726 4.872704",415
Pampuslaan,plus,"52.351379 5.00525,52.351829 5.006708",416
Hugo de Grootplein,plus,"52.374532 4.872547,52.374505 4.872607,52.374485 4.872676,52.374479 4.87274",417
Oostoever,plus,"52.365734 4.827102,52.365906 4.827188,52.366113 4.827332,52.366266 4.827462",418
Minervaplein,plus,"52.346683 4.871237,52.346715 4.872322",419
Pampuslaan,plus,"52.350745 5.003773,52.350767 5.003943,52.350802 5.004154,52.351249 5.005511",420
Pampuslaan,plus,"52.35253 5.008872,52.352592 5.00909,52.352671 5.009424,52.35269 5.009642,52.35268 5.009813,52.352606 5.010088,52.35243 5.010667,52.352375 5.010782",421
Hugo de Grootplein,plus,"52.374733 4.872463,52.374814 4.872562,52.374835 4.872619,52.374855 4.872702,52.374855 4.872783",422
Volendammerweg,plus,"52.392143 4.957133,52.392117 4.957148,52.392099 4.957178,52.392081 4.957222,52.392072 4.957266,52.392072 4.957369",423
Pampuslaan,plus,"52.352103 5.00832,52.352335 5.009052",424
Oostoever,plus,"52.370469 4.830478,52.370298 4.830509,52.370029 4.830513",425
Pampuslaan,plus,"52.351692 5.006956,52.352103 5.00832",426
Pampuslaan,plus,"52.351249 5.005511,52.351692 5.006956",427
Volendammerweg,plus,"52.392244 4.95747,52.39227 4.957455,52.392288 4.957411,52.392306 4.957323,52.392297 4.957279,52.392297 4.957234,52.392288 4.95722",428
Hugo de Grootplein,plus,"52.374479 4.87274,52.374479 4.872823,52.374496 4.872896,52.37453 4.872959,52.374557 4.872998,52.374596 4.873042",429
Oostoever,plus,"52.370029 4.830513,52.37011 4.830615,52.370219 4.830789,52.37031 4.831023",430
Pampuslaan,plus,"52.351829 5.006708,52.352246 5.008042",431
Hugo de Grootplein,plus,"52.374855 4.872783,52.374839 4.872873,52.37479 4.872981",432
Kromwijkdreef,plus,"52.313186 4.983341,52.312554 4.983917,52.312231 4.984184,52.311658 4.984688,52.311542 4.984865",433
Oostoever,plus,"52.366266 4.827462,52.368621 4.82937",434
Minervaplein,plus,"52.346726 4.872704,52.346767 4.873892",435
Pampuslaan,plus,"52.352246 5.008042,52.35253 5.008872",436
Hugo de Grootplein,plus,"52.374733 4.872463,52.374677 4.872447,52.374621 4.872447,52.374577 4.872478,52.374532 4.872547",437
