,pand_id,road_ids
1281,363100012111825.0,[]
1282,363100012081067.0,[]
1283,363100012112644.0,[]
1284,363100012077463.0,[]
1285,363100012067496.0,[]
1286,363100012114683.0,[]
1287,363100012105783.0,[]
1288,363100012154803.0,[]
1289,363100012073427.0,[]
1290,363100012114813.0,[]
1291,363100012240889.0,[]
1292,363100012240888.0,[]
1293,363100012240887.0,[]
1294,363100012155546.0,[]
1295,363100012129876.0,[]
1296,363100012100386.0,[]
1297,363100012134649.0,[]
1298,363100012110851.0,[]
1299,363100012136465.0,[]
1300,363100012132778.0,[]
1301,363100012151906.0,[]
1302,363100012123341.0,[]
1303,363100012090207.0,[]
1304,363100012071214.0,[]
1305,363100012118445.0,[]
1306,363100012075560.0,[]
1307,363100012065583.0,[]
1308,363100012062620.0,[]
1309,363100012233455.0,[]
1310,363100012109699.0,[]
1311,363100012093692.0,[]
1312,363100012097925.0,[]
1313,363100012127724.0,[]
1314,363100012119806.0,[]
1315,363100012131136.0,[]
1316,363100012079342.0,[]
1317,363100012131135.0,[]
1318,363100012095627.0,[]
1319,363100012063449.0,[]
1320,363100012070813.0,[]
1321,363100012105384.0,[]
1322,363100012125934.0,[]
1323,363100012149033.0,[]
1324,363100012070677.0,[]
1325,363100012064333.0,[]
1326,363100012095069.0,[]
1327,363100012138515.0,[]
1328,363100012138152.0,[]
1329,363100012116707.0,[]
1330,363100012124930.0,[]
1331,363100012072838.0,[]
1332,363100012083616.0,[]
1333,363100012067282.0,"[[[52.34954, 4.914697], [52.349503, 4.914663], [52.348969, 4.91345], [52.348844, 4.913156], [52.348826, 4.91301]]]"
1334,363100012108077.0,[]
1335,363100012125728.0,[]
1336,363100012236301.0,[]
1337,363100012136461.0,[]
1338,363100012161478.0,[]
1339,363100012153735.0,[]
1340,363100012076631.0,[]
1341,363100012136033.0,[]
1342,363100012101671.0,[]
1343,363100012079415.0,[]
1344,363100012133731.0,[]
1345,363100012130459.0,[]
1346,363100012116866.0,[]
1347,363100012138654.0,[]
1348,363100012143160.0,[]
1349,363100012150322.0,[]
1350,363100012237395.0,[]
1351,363100012064838.0,[]
1352,363100012130717.0,[]
1353,363100012092808.0,[]
1354,363100012233522.0,[]
1355,363100012127064.0,[]
1356,363100012131556.0,[]
1357,363100012134742.0,[]
1358,363100012071769.0,[]
1359,363100012129254.0,[]
1360,363100012096148.0,[]
1361,363100012096065.0,[]
1362,363100012104875.0,[]
1363,363100012142519.0,[]
1364,363100012154472.0,[]
1365,363100012068716.0,[]
1366,363100012069611.0,[]
1367,363100012159280.0,[]
1368,363100012253936.0,[]
1369,363100012158836.0,[]
1370,363100012236477.0,[]
1371,363100012155717.0,[]
1372,363100012160452.0,[]
1373,363100012156797.0,[]
1374,363100012163661.0,[]
1375,363100012162532.0,[]
1376,363100012155956.0,[]
1377,363100012155565.0,[]
1378,363100012161989.0,[]
1379,363100012167078.0,[]
1380,363100012163024.0,[]
1381,363100012163895.0,[]
1382,363100012136947.0,[]
1383,363100012160672.0,[]
1384,363100012164551.0,[]
1385,363100012164552.0,[]
1386,363100012156583.0,[]
1387,363100012161672.0,[]
1388,363100012065987.0,[]
1389,363100012078376.0,[]
1390,363100012125853.0,[]
1391,363100012134073.0,[]
1392,363100012069468.0,[]
1393,363100012135365.0,[]
1394,363100012066732.0,[]
1395,363100012111001.0,[]
1396,363100012142786.0,[]
1397,363100012074901.0,[]
1398,363100012121091.0,[]
1399,363100012062562.0,[]
1400,363100012092315.0,[]
1401,363100012073809.0,[]
1402,363100012086048.0,[]
1403,363100012141566.0,[]
1404,363100012119746.0,[]
1405,363100012154076.0,[]
1406,363100012150301.0,[]
1407,363100012106188.0,[]
1408,363100012102819.0,[]
1409,363100012122087.0,[]
1410,363100012073977.0,[]
1411,363100012133518.0,[]
1412,363100012141339.0,[]
1413,363100012135489.0,[]
1414,363100012144506.0,[]
1415,363100012148607.0,[]
1416,363100012089391.0,[]
1417,363100012167300.0,[]
1418,363100012134600.0,[]
1419,363100012151300.0,[]
1420,363100012105582.0,[]
1421,363100012081737.0,[]
1422,363100012121657.0,[]
1423,363100012128261.0,[]
1424,363100012118763.0,[]
1425,363100012084269.0,[]
1426,363100012108224.0,[]
1427,363100012145617.0,[]
1428,363100012099522.0,[]
1429,363100012061769.0,[]
1430,363100012149786.0,[]
1431,363100012082203.0,[]
1432,363100012149403.0,[]
1433,363100012095081.0,[]
1434,363100012084592.0,[]
1435,363100012094919.0,[]
1436,363100012116889.0,[]
1437,363100012101363.0,[]
1438,363100012088316.0,[]
1439,363100012103446.0,[]
1440,363100012115531.0,[]
1441,363100012098646.0,[]
1442,363100012101968.0,[]
1443,363100012126013.0,[]
1444,363100012127247.0,[]
1445,363100012061216.0,[]
1446,363100012107303.0,[]
1447,363100012127519.0,[]
1448,363100012061600.0,[]
1449,363100012119532.0,[]
1450,363100012193352.0,[]
1451,363100012108336.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1452,363100012144368.0,[]
1453,363100012088610.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1454,363100012102458.0,[]
1455,363100012137011.0,[]
1456,363100012133749.0,[]
1457,363100012105823.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1458,363100012148341.0,[]
1459,363100012080889.0,[]
1460,363100012105745.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1461,363100012120128.0,[]
1462,363100012114066.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1463,363100012075103.0,"[[[52.353501, 4.920167], [52.353561, 4.920122], [52.353654, 4.920151], [52.353816, 4.920252], [52.353883, 4.920304]]]"
1464,363100012063198.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1465,363100012233416.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1466,363100012072109.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]], [[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]], [[52.354289, 4.920223], [52.353996, 4.920294], [52.353883, 4.920304]]]"
1467,363100012074634.0,"[[[52.353501, 4.920167], [52.353561, 4.920122], [52.353654, 4.920151], [52.353816, 4.920252], [52.353883, 4.920304]], [[52.354289, 4.920223], [52.353996, 4.920294], [52.353883, 4.920304]]]"
1468,363100012233534.0,"[[[52.353501, 4.920167], [52.353429, 4.920241], [52.353179, 4.920566]], [[52.353501, 4.920167], [52.353561, 4.920122], [52.353654, 4.920151], [52.353816, 4.920252], [52.353883, 4.920304]], [[52.354289, 4.920223], [52.353996, 4.920294], [52.353883, 4.920304]]]"
1469,363100012077637.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1470,363100012110306.0,"[[[52.353745, 4.919235], [52.354047, 4.919501], [52.354127, 4.919597], [52.354182, 4.919715], [52.354267, 4.920038], [52.354289, 4.920139], [52.354289, 4.920223]]]"
1471,363100012136455.0,[]
1472,363100012072682.0,[]
1473,363100012146315.0,[]
1474,363100012063602.0,[]
1475,363100012133223.0,[]
1476,363100012093949.0,[]
1477,363100012075751.0,[]
1478,363100012085617.0,[]
1479,363100012114784.0,[]
1480,363100012150686.0,[]
1481,363100012083941.0,[]
1482,363100012132444.0,[]
1483,363100012083847.0,[]
1484,363100012150331.0,[]
1485,363100012119150.0,[]
1486,363100012133761.0,[]
1487,363100012236731.0,[]
1488,363100012145599.0,[]
1489,363100012140879.0,[]
1490,363100012083322.0,[]
1491,363100012233670.0,[]
1492,363100012233563.0,[]
1493,363100012236853.0,[]
1494,363100012233546.0,[]
1495,363100012137945.0,"[[[52.35557, 4.923458], [52.355609, 4.923594], [52.355613, 4.923704], [52.355597, 4.92381], [52.355537, 4.924023], [52.355522, 4.924119], [52.355522, 4.924197], [52.355551, 4.924324], [52.35556, 4.92439]], [[52.355125, 4.923059], [52.355253, 4.923118], [52.35546, 4.923229], [52.355507, 4.923278], [52.355541, 4.923361], [52.35557, 4.923458]]]"
1496,363100012110022.0,"[[[52.355125, 4.923059], [52.355253, 4.923118], [52.35546, 4.923229], [52.355507, 4.923278], [52.355541, 4.923361], [52.35557, 4.923458]]]"
1497,363100012066211.0,[]
1498,363100012150483.0,"[[[52.35557, 4.923458], [52.355609, 4.923594], [52.355613, 4.923704], [52.355597, 4.92381], [52.355537, 4.924023], [52.355522, 4.924119], [52.355522, 4.924197], [52.355551, 4.924324], [52.35556, 4.92439]], [[52.355125, 4.923059], [52.355253, 4.923118], [52.35546, 4.923229], [52.355507, 4.923278], [52.355541, 4.923361], [52.35557, 4.923458]]]"
1499,363100012061814.0,[]
1500,363100012233567.0,[]
1501,363100012136338.0,[]
1502,363100012069186.0,[]
1503,363100012144421.0,[]
1504,363100012138328.0,[]
1505,363100012138121.0,[]
1506,363100012236318.0,[]
1507,363100012069699.0,[]
1508,363100012119914.0,[]
1509,363100012109431.0,[]
1510,363100012156274.0,[]
1511,363100012084193.0,[]
1512,363100012163771.0,[]
1513,363100012114338.0,[]
1514,363100012069809.0,[]
1515,363100012165604.0,[]
1516,363100012122306.0,[]
1517,363100012161796.0,[]
1518,363100012134756.0,[]
1519,363100012233525.0,[]
1520,363100012167400.0,[]
1521,363100012152803.0,[]
1522,363100012156344.0,[]
1523,363100012084518.0,[]
1524,363100012118171.0,[]
1525,363100012153820.0,[]
1526,363100012241220.0,[]
1527,363100012237251.0,"[[[52.363037, 4.922514], [52.36306, 4.922797], [52.363055, 4.923072]], [[52.362986, 4.920204], [52.362957, 4.920508], [52.363037, 4.922371], [52.363037, 4.922514]], [[52.363468, 4.922319], [52.363401, 4.922268], [52.363334, 4.922267], [52.363208, 4.922314], [52.36313, 4.922394], [52.363037, 4.922514]], [[52.363092, 4.92036], [52.363065, 4.920507], [52.363084, 4.920639], [52.363168, 4.921431], [52.363286, 4.921899], [52.363468, 4.922319]]]"
1528,363100012082861.0,[]
1529,363100012096868.0,"[[[52.363055, 4.923072], [52.363013, 4.923206], [52.362932, 4.92335], [52.362827, 4.923448], [52.362688, 4.923507], [52.362474, 4.923612], [52.361919, 4.923866]], [[52.361919, 4.923866], [52.361632, 4.924001], [52.361515, 4.924076], [52.361049, 4.924403], [52.360234, 4.924999], [52.360028, 4.925163]]]"
1530,363100012152968.0,"[[[52.361919, 4.923866], [52.361632, 4.924001], [52.361515, 4.924076], [52.361049, 4.924403], [52.360234, 4.924999], [52.360028, 4.925163]], [[52.360028, 4.925163], [52.359983, 4.925193], [52.359956, 4.925222]], [[52.359805, 4.924471], [52.359801, 4.92471], [52.359956, 4.925222]], [[52.360002, 4.925413], [52.360303, 4.926731], [52.360732, 4.9284], [52.360796, 4.928678]], [[52.359805, 4.924471], [52.359891, 4.92465], [52.360028, 4.925163]], [[52.360028, 4.925163], [52.360046, 4.925251], [52.360073, 4.925353]]]"
1531,363100012113841.0,"[[[52.361919, 4.923866], [52.361632, 4.924001], [52.361515, 4.924076], [52.361049, 4.924403], [52.360234, 4.924999], [52.360028, 4.925163]], [[52.360028, 4.925163], [52.359983, 4.925193], [52.359956, 4.925222]], [[52.359805, 4.924471], [52.359801, 4.92471], [52.359956, 4.925222]], [[52.359805, 4.924471], [52.359891, 4.92465], [52.360028, 4.925163]], [[52.360028, 4.925163], [52.360046, 4.925251], [52.360073, 4.925353]]]"
1532,363100012160490.0,"[[[52.360028, 4.925163], [52.359983, 4.925193], [52.359956, 4.925222]], [[52.359805, 4.924471], [52.359801, 4.92471], [52.359956, 4.925222]]]"
1533,363100012166691.0,"[[[52.360028, 4.925163], [52.359983, 4.925193], [52.359956, 4.925222]], [[52.359805, 4.924471], [52.359801, 4.92471], [52.359956, 4.925222]]]"
1534,363100012160122.0,[]
1535,363100012158364.0,[]
1536,363100012157163.0,[]
1537,363100012163547.0,[]
1538,363100012165839.0,[]
1539,363100012165840.0,[]
1540,363100012166134.0,[]
1541,363100012161616.0,[]
1542,363100012154124.0,[]
1543,363100012164878.0,[]
1544,363100012160822.0,[]
1545,363100012159083.0,[]
1546,363100012160812.0,[]
1547,363100012158098.0,[]
1548,363100012122086.0,"[[[52.358011, 4.926476], [52.357894, 4.926521], [52.357759, 4.926596], [52.357562, 4.92673]]]"
1549,363100012156514.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1550,363100012153815.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1551,363100012160317.0,[]
1552,363100012160327.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1553,363100012153389.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1554,363100012162668.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1555,363100012082984.0,"[[[52.358011, 4.926476], [52.357894, 4.926521], [52.357759, 4.926596], [52.357562, 4.92673]]]"
1556,363100012156485.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1557,363100012152754.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1558,363100012118011.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.358011, 4.926476], [52.357894, 4.926521], [52.357759, 4.926596], [52.357562, 4.92673]]]"
1559,363100012160692.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1560,363100012102698.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1561,363100012163524.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1562,363100012136776.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1563,363100012158153.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1564,363100012118460.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1565,363100012164877.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1566,363100012127345.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1567,363100012236635.0,"[[[52.361427, 4.924356], [52.36105, 4.924624], [52.360477, 4.925085]]]"
1568,363100012154030.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1569,363100012165171.0,[]
1570,363100012077129.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1571,363100012160478.0,[]
1572,363100012144205.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1573,363100012236689.0,[]
1574,363100012071071.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1575,363100012160825.0,"[[[52.360028, 4.925163], [52.360046, 4.925251], [52.360073, 4.925353]]]"
1576,363100012141723.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1577,363100012159570.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1578,363100012161630.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1579,363100012167331.0,"[[[52.360002, 4.925413], [52.360303, 4.926731], [52.360732, 4.9284], [52.360796, 4.928678]]]"
1580,363100012160053.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]]]"
1581,363100012081094.0,"[[[52.360002, 4.925413], [52.360303, 4.926731], [52.360732, 4.9284], [52.360796, 4.928678]]]"
1582,363100012143359.0,"[[[52.360002, 4.925413], [52.360303, 4.926731], [52.360732, 4.9284], [52.360796, 4.928678]]]"
1583,363100012147495.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1584,363100012157640.0,[]
1585,363100012156426.0,[]
1586,363100012236171.0,[]
1587,363100012237265.0,"[[[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1588,363100012158718.0,[]
1589,363100012236460.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356556, 4.927574], [52.356451, 4.927637], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1590,363100012167093.0,[]
1591,363100012159510.0,[]
1592,363100012164326.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356556, 4.927574], [52.356451, 4.927637], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1593,363100012164500.0,[]
1594,363100012105526.0,[]
1595,363100012153475.0,[]
1596,363100012134183.0,[]
1597,363100012152678.0,[]
1598,363100012150033.0,[]
1599,363100012152843.0,[]
1600,363100012062871.0,[]
1601,363100012105918.0,[]
1602,363100012233681.0,"[[[52.355435, 4.928149], [52.35524, 4.928295], [52.355079, 4.928473]]]"
1603,363100012236825.0,"[[[52.355435, 4.928149], [52.35524, 4.928295], [52.355079, 4.928473]]]"
1604,363100012113895.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356556, 4.927574], [52.356451, 4.927637], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1605,363100012137389.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356556, 4.927574], [52.356451, 4.927637], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1606,363100012094013.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356556, 4.927574], [52.356451, 4.927637], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1607,363100012139802.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356556, 4.927574], [52.356451, 4.927637], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1608,363100012135010.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356556, 4.927574], [52.356451, 4.927637], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1609,363100012150930.0,"[[[52.355435, 4.928149], [52.35524, 4.928295], [52.355079, 4.928473]]]"
1610,363100012158748.0,[]
1611,363100012159201.0,[]
1612,363100012119487.0,[]
1613,363100012160310.0,[]
1614,363100012090552.0,"[[[52.363692, 4.923262], [52.363786, 4.92323], [52.363839, 4.92322], [52.3639, 4.923252], [52.363959, 4.923331], [52.364929, 4.924927], [52.365413, 4.925936]]]"
1615,363100012097700.0,"[[[52.363055, 4.923072], [52.363091, 4.923167], [52.363161, 4.923301], [52.363254, 4.923401], [52.363316, 4.923453]]]"
1616,363100012106344.0,[]
1617,363100012112463.0,[]
1618,363100012108145.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.358011, 4.926476], [52.357894, 4.926521], [52.357759, 4.926596], [52.357562, 4.92673]]]"
1619,363100012110310.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.357404, 4.927803], [52.357589, 4.9285], [52.357862, 4.929805]]]"
1620,363100012092782.0,"[[[52.357221, 4.926924], [52.356405, 4.927417], [52.356317, 4.927601]], [[52.356155, 4.92652], [52.356331, 4.927322], [52.356317, 4.927601]]]"
1621,363100012131469.0,"[[[52.357221, 4.926924], [52.357249, 4.927041], [52.357267, 4.927144]], [[52.358047, 4.926622], [52.35793, 4.926697], [52.357715, 4.926846]]]"
1622,363100012160963.0,[]
1623,363100012163355.0,"[[[52.360002, 4.925413], [52.360303, 4.926731], [52.360732, 4.9284], [52.360796, 4.928678]], [[52.360028, 4.925163], [52.360046, 4.925251], [52.360073, 4.925353]]]"
1624,363100012152605.0,[]
1625,363100012233463.0,[]
1626,363100012093743.0,[]
1627,363100012086971.0,[]
1628,363100012143408.0,[]
1629,363100012236858.0,[]
1630,363100012084324.0,[]
1631,363100012236874.0,[]
1632,363100012075910.0,[]
1633,363100012112800.0,[]
1634,363100012113637.0,[]
1635,363100012114180.0,[]
1636,363100012090964.0,[]
1637,363100012108540.0,[]
1638,363100012061648.0,[]
1639,363100012118441.0,[]
1640,363100012098189.0,[]
1641,363100012120308.0,[]
1642,363100012140305.0,[]
1643,363100012100947.0,[]
1644,363100012076187.0,[]
1645,363100012125880.0,[]
1646,363100012116871.0,[]
1647,363100012134576.0,[]
1648,363100012086038.0,[]
1649,363100012062237.0,[]
1650,363100012085405.0,[]
1651,363100012141114.0,[]
1652,363100012113419.0,"[[[52.351955, 4.911186], [52.351723, 4.911409], [52.351238, 4.911678]]]"
1653,363100012165140.0,[]
1654,363100012161132.0,[]
1655,363100012153419.0,[]
1656,363100012162134.0,[]
1657,363100012073336.0,[]
1658,363100012236544.0,[]
1659,363100012156293.0,[]
1660,363100012160131.0,[]
1661,363100012164126.0,[]
1662,363100012155994.0,[]
1663,363100012152694.0,[]
1664,363100012160218.0,[]
1665,363100012161904.0,[]
1666,363100012161563.0,[]
1667,363100012158937.0,[]
1668,363100012123594.0,[]
1669,363100012120551.0,[]
1670,363100012111896.0,[]
1671,363100012166323.0,[]
1672,363100012118192.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1673,363100012146881.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1674,363100012129083.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1675,363100012143825.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1676,363100012107568.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1677,363100012142103.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1678,363100012088651.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1679,363100012251277.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1680,363100012133240.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1681,363100012122164.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1682,363100012122165.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1683,363100012089270.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1684,363100012115114.0,"[[[52.355323, 4.919458], [52.354982, 4.919726], [52.354825, 4.919859]]]"
1685,363100012127468.0,[]
1686,363100012112869.0,"[[[52.360079, 4.908691], [52.360134, 4.908852], [52.360171, 4.909116], [52.36019, 4.909336], [52.360199, 4.909556], [52.360191, 4.909747], [52.360194, 4.91051]], [[52.360194, 4.91051], [52.360231, 4.910671], [52.360267, 4.910774], [52.360313, 4.910876], [52.360358, 4.910964], [52.36043, 4.911066], [52.360574, 4.911182]]]"
1687,363100012236231.0,"[[[52.361104, 4.913457], [52.361114, 4.913583], [52.361179, 4.914023]], [[52.361179, 4.914023], [52.361262, 4.914448], [52.361453, 4.915165], [52.361468, 4.915209]], [[52.360628, 4.911078], [52.360674, 4.911205], [52.360963, 4.911759], [52.361017, 4.911877], [52.361058, 4.912016], [52.361097, 4.912346], [52.361126, 4.912785], [52.361173, 4.913388], [52.361198, 4.913654], [52.361236, 4.913921], [52.3613, 4.914276], [52.361459, 4.914941], [52.361507, 4.915106], [52.361521, 4.915181]]]"
1688,363100012236788.0,"[[[52.361553, 4.915311], [52.36088, 4.91567], [52.360805, 4.915717]], [[52.362512, 4.914699], [52.362485, 4.914787], [52.361553, 4.915311]], [[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
1689,363100012164005.0,"[[[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
1690,363100012160035.0,"[[[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
1691,363100012163723.0,"[[[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
1692,363100012152921.0,"[[[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
1693,363100012157604.0,"[[[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
1694,363100012165986.0,[]
1695,363100012160845.0,[]
1696,363100012153160.0,[]
1697,363100012159461.0,[]
1698,363100012159109.0,[]
1699,363100012166063.0,[]
1700,363100012161351.0,[]
1701,363100012163667.0,[]
1702,363100012163873.0,[]
1703,363100012157945.0,[]
1704,363100012166308.0,[]
1705,363100012159906.0,[]
1706,363100012161887.0,[]
1707,363100012162511.0,[]
1708,363100012163901.0,[]
1709,363100012166976.0,[]
1710,363100012156447.0,[]
1711,363100012157714.0,[]
1712,363100012157302.0,[]
1713,363100012153341.0,[]
1714,363100012160561.0,"[[[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
1715,363100012164317.0,"[[[52.361553, 4.915311], [52.361589, 4.915413], [52.361799, 4.916189], [52.361826, 4.916336], [52.361845, 4.916482], [52.361885, 4.917612], [52.361914, 4.917935]]]"
